# RADeg decDeg z fluxmJy_1.4GHz fluxmJy_30GHz fluxmJy_90GHz fluxmJy_148GHz fluxmJy_219GHz fluxmJy_277GHz fluxmJy_350GHz
6.441519 6.318105000000002 0.16080 1.87047e+00 1.61377e-01 6.67381e-02 4.48215e-02 3.27593e-02 2.71460e-02 2.25131e-02
6.792396 7.271405999999993 0.16050 9.65996e-01 1.11968e-01 3.95347e-02 2.41028e-02 1.67506e-02 1.36360e-02 1.11908e-02
6.160629 7.366437999999999 0.16270 2.26886e+00 1.73473e-01 6.99371e-02 4.69700e-02 3.43299e-02 2.84475e-02 2.35925e-02
6.203311 7.352429 0.16270 5.11673e+00 4.71318e-01 1.88438e-01 1.23937e-01 8.97067e-02 7.41054e-02 6.13546e-02
6.955723 7.1023659999999955 0.17350 2.48633e+00 2.13006e-01 8.72980e-02 5.85869e-02 4.28148e-02 3.54779e-02 2.94228e-02
7.320114 7.4498389999999945 0.18680 3.97438e+00 3.40139e-01 1.40662e-01 9.44818e-02 6.90560e-02 5.72233e-02 4.74572e-02
7.292290000000001 7.493307000000002 0.18680 2.46359e+00 2.31092e-01 8.78402e-02 5.76372e-02 4.17795e-02 3.45426e-02 2.86151e-02
6.066909000000001 5.980324999999997 0.18780 6.45974e-01 9.72103e-02 4.77713e-02 2.97388e-02 1.90881e-02 1.43440e-02 1.07381e-02
5.976516 5.984089999999999 0.18780 2.54654e-01 2.17254e-02 9.00877e-03 6.05128e-03 4.42284e-03 3.66499e-03 3.03950e-03
7.166151000000001 5.218763 0.18810 6.28532e-01 5.42717e-02 2.24455e-02 1.50748e-02 1.10180e-02 9.13005e-03 7.57186e-03
6.277922 6.867153999999998 0.18850 4.93110e-01 4.28157e-02 1.76464e-02 1.18256e-02 8.63508e-03 7.15340e-03 5.93161e-03
5.457509 5.9902739999999985 0.18770 2.63013e+00 2.46174e-01 1.02624e-01 6.70552e-02 4.78058e-02 3.91134e-02 3.21194e-02
5.508396 5.967801999999996 0.18770 4.24765e-01 3.66216e-02 1.51647e-02 1.01857e-02 7.44465e-03 6.16901e-03 5.11617e-03
7.434783000000001 6.856348000000006 0.18980 2.04451e-01 2.07614e-02 8.09932e-03 5.11951e-03 3.63104e-03 2.98088e-03 2.46029e-03
