# RADeg decDeg z fluxmJy_1.4GHz fluxmJy_30GHz fluxmJy_90GHz fluxmJy_148GHz fluxmJy_219GHz fluxmJy_277GHz fluxmJy_350GHz
26.109307 6.531773000000001 0.26090 3.18962e-01 1.23491e-01 3.09866e-01 4.26447e-01 4.95969e-01 5.15389e-01 5.12531e-01
26.170757 7.108945000000005 0.26160 1.02799e-01 1.26611e-02 4.20414e-03 2.53822e-03 1.78245e-03 1.46219e-03 1.20722e-03
26.163581 7.1077689999999984 0.26160 1.80987e+00 1.55350e-01 6.44974e-02 4.33238e-02 3.16651e-02 2.62393e-02 2.17611e-02
24.395905 6.307665999999997 0.26240 1.58926e+00 1.26786e-01 5.24667e-02 3.52424e-02 2.57584e-02 2.13447e-02 1.77019e-02
24.61231 6.491107999999995 0.26280 8.25366e-01 7.18916e-02 2.94830e-02 1.97651e-02 1.44398e-02 1.19647e-02 9.92242e-03
24.70134 6.506339999999995 0.26280 4.94509e-01 4.17940e-02 1.72784e-02 1.16049e-02 8.48189e-03 7.02852e-03 5.82899e-03
24.912204 6.644572000000006 0.26320 3.36716e-01 2.93663e-02 1.19582e-02 8.01807e-03 5.85869e-03 4.85462e-03 4.02606e-03
26.294669000000003 7.990786999999994 0.26360 3.45055e-01 4.31723e-02 3.00265e-02 2.42771e-02 1.90478e-02 1.58059e-02 1.26904e-02
26.310746 8.027271999999998 0.26360 1.54647e+00 1.31090e-01 5.43868e-02 3.65323e-02 2.67013e-02 2.21260e-02 1.83498e-02
24.848888 6.609004000000001 0.26440 1.43311e-01 1.23582e-02 5.11779e-03 3.43738e-03 2.51234e-03 2.08185e-03 1.72655e-03
24.828959 6.589558999999997 0.26440 1.76691e-01 1.54475e-02 6.10434e-03 4.09424e-03 2.99214e-03 2.47942e-03 2.05627e-03
24.854766 6.5697329999999985 0.26730 1.39977e-01 1.23774e-02 4.99988e-03 3.33476e-03 2.43125e-03 2.01326e-03 1.66909e-03
24.855359 6.558904000000004 0.26730 3.75106e-01 3.30193e-02 1.33852e-02 8.97650e-03 6.55975e-03 5.43566e-03 4.50796e-03
26.83484 7.115229000000005 0.26510 7.24691e-01 5.50265e-02 2.23727e-02 1.50253e-02 1.09818e-02 9.10005e-03 7.54698e-03
26.830161 7.069458 0.26510 5.27947e-01 4.44210e-02 1.84405e-02 1.23868e-02 9.05340e-03 7.50211e-03 6.22175e-03
24.442984 4.402348000000003 0.26600 1.46074e-01 1.24907e-02 5.17871e-03 3.47857e-03 2.54246e-03 2.10681e-03 1.74725e-03
24.439182 4.371855000000002 0.26600 1.26654e-01 1.68406e-02 7.84540e-03 4.68507e-03 2.96262e-03 2.24809e-03 1.72847e-03
25.971793000000005 6.634973000000002 0.26540 1.11399e-01 9.66254e-03 3.97182e-03 2.66548e-03 1.94791e-03 1.61411e-03 1.33863e-03
25.969708 6.651892999999998 0.26540 2.58258e-01 2.19242e-02 9.09811e-03 6.11132e-03 4.46673e-03 3.70136e-03 3.06966e-03
24.808552 7.2278240000000045 0.26600 2.94094e-01 2.81288e-02 1.31526e-02 8.82179e-03 6.19774e-03 4.95968e-03 3.96261e-03
24.818084 7.2250359999999985 0.26600 4.52512e-01 9.03645e-02 1.00022e-01 8.92818e-02 7.09678e-02 5.76443e-02 4.42766e-02
25.26278 3.9761939999999956 0.26730 5.32386e-01 4.97815e-02 1.85055e-02 1.23510e-02 9.02156e-03 7.47533e-03 6.19948e-03
24.600088 3.969587999999994 0.26930 1.45064e-01 1.34441e-02 5.35579e-03 3.51813e-03 2.54703e-03 2.10473e-03 1.74306e-03
24.585499 3.950719000000002 0.26930 1.39894e-01 1.14923e-02 4.76837e-03 3.20298e-03 2.34104e-03 1.93990e-03 1.60883e-03
24.989817 6.255785000000005 0.27010 4.62089e-01 3.82455e-02 1.58562e-02 1.06508e-02 7.78459e-03 6.45070e-03 5.34979e-03
24.997099 6.267715999999994 0.27010 3.26456e-01 2.79084e-02 1.15879e-02 7.78376e-03 5.68910e-03 4.71428e-03 3.90971e-03
24.857366000000003 6.422342999999998 0.26840 9.17458e-02 7.83011e-03 3.24501e-03 2.17960e-03 1.59305e-03 1.32008e-03 1.09479e-03
24.869176 6.4221629999999985 0.26840 3.61831e-01 3.16428e-02 1.29492e-02 8.66346e-03 6.32294e-03 5.23742e-03 4.34269e-03
