,RADeg,decDeg,z,fluxmJy_1.4GHz,fluxmJy_30GHz,fluxmJy_90GHz,fluxmJy_148GHz,fluxmJy_219GHz,fluxmJy_277GHz,fluxmJy_350GHz
0,7.191731,6.569081000000003,0.0468,6.4327,1.02608,2.22077,3.52781,4.8072,5.57396,6.24256
4,5.654486,6.999503000000004,0.1035,4.34948,0.374803,0.15505,0.104142,0.0761163,0.0630738,0.0523092
5,5.631977,6.954141,0.1035,0.726542,0.062413,0.025747,0.0172925,0.0126389,0.0104732,0.00868581
8,6.417338,5.981460000000006,0.1291,3.70208,0.316448,0.130996,0.0879865,0.0643085,0.0532893,0.0441946
9,6.100843,5.9905559999999936,0.1284,0.797606,0.0682596,0.0282986,0.0190083,0.013893,0.0115125,0.00954769
10,6.407268,6.290167000000002,0.1582,1.14885,0.0975186,0.0404159,0.0271475,0.0198419,0.016442,0.0136359
11,6.176877,6.1064840000000045,0.1572,28.8535,2.4954,1.03067,0.692149,0.505877,0.419195,0.347652
12,6.441519,6.318105000000002,0.1608,1.87047,0.161377,0.0667381,0.0448215,0.0327593,0.027146,0.0225131
16,6.955723,7.1023659999999955,0.1735,2.48633,0.213006,0.087298,0.0585869,0.0428148,0.0354779,0.0294228
19,6.066909000000001,5.980324999999997,0.1878,0.645974,0.0972103,0.0477713,0.0297388,0.0190881,0.014344,0.0107381
20,5.976516,5.984089999999999,0.1878,0.254654,0.0217254,0.00900877,0.00605128,0.00442284,0.00366499,0.0030395
21,7.166151000000001,5.218763,0.1881,0.628532,0.0542717,0.0224455,0.0150748,0.011018,0.00913005,0.00757186
22,6.277922,6.867153999999998,0.1885,0.49311,0.0428157,0.0176464,0.0118256,0.00863508,0.0071534,0.00593161
23,5.457509,5.9902739999999985,0.1877,2.63013,0.246174,0.102624,0.0670552,0.0478058,0.0391134,0.0321194
24,5.508396,5.967801999999996,0.1877,0.424765,0.0366216,0.0151647,0.0101857,0.00744465,0.00616901,0.00511617
26,5.018505,6.222174999999995,0.1904,0.29083,0.0267532,0.0104514,0.00694666,0.00506659,0.00419708,0.00348044
30,4.995634,5.458478999999994,0.1969,0.165457,0.0141238,0.00580506,0.00389701,0.00284805,0.00236001,0.00195723
33,6.021736,5.341504999999995,0.2091,0.177252,0.0988679,0.160785,0.162884,0.143136,0.123706,0.101158
34,4.956195,5.716691999999999,0.2095,0.978887,0.0853597,0.0349976,0.023469,0.0171481,0.0142092,0.011784
35,6.481424,5.214883000000002,0.2314,0.846102,0.0725582,0.0300112,0.0201577,0.0147331,0.0122086,0.010125
40,6.882801,5.220797000000002,0.2328,1.19684,0.10279,0.0426753,0.0286656,0.0209515,0.0173615,0.0143985
41,6.964646,5.147576999999997,0.2328,1.34174,0.149634,0.0547993,0.0337839,0.0236203,0.0192773,0.0158488
42,6.918494,5.124038,0.2328,0.61905,0.0533697,0.0221304,0.0148636,0.0108635,0.00900206,0.00746571
43,7.088557,5.8771910000000025,0.2332,0.131068,0.0110572,0.0045887,0.00308229,0.00225283,0.00186681,0.00154821
45,6.201153,4.852256999999997,0.2364,0.530969,0.045803,0.0189616,0.0127347,0.00930758,0.00771272,0.00639642
50,4.923325,5.085721999999994,0.2363,0.19441,0.0165509,0.00685399,0.00460379,0.00336488,0.00278831,0.00231244
55,5.097001,6.315126000000004,0.2349,0.9945,0.0929543,0.0371809,0.0243004,0.0175299,0.0144661,0.0119707
56,5.089317,6.324337,0.2349,0.639688,0.062157,0.033761,0.0254745,0.0193995,0.0159814,0.0128579
58,5.831041,5.197573999999995,0.2361,1.96247,0.171729,0.0709968,0.0474451,0.0345553,0.0285894,0.0236834
59,4.890694,6.972402999999997,0.2352,0.716776,0.0607919,0.0251427,0.0168877,0.012343,0.0102281,0.00848248
63,6.390447,6.529280999999995,0.2369,0.149627,0.012449,0.00516139,0.00346697,0.00253398,0.00209979,0.00174142
64,5.247724000000001,4.876747000000002,0.2387,0.486598,0.0445648,0.0171955,0.0114826,0.00838642,0.00694888,0.00576284
65,5.240333,4.869617000000002,0.2387,0.136233,0.0115325,0.00476346,0.00319906,0.00233812,0.00193748,0.00160681
66,6.149863,5.252896000000005,0.2368,0.169392,0.0141108,0.00558719,0.00374111,0.00273296,0.0022645,0.00187799
69,5.481886,5.459891000000005,0.2451,1.66269,0.141649,0.0588157,0.0395073,0.0288757,0.0239278,0.0198442
73,6.330325,5.698530999999995,0.2518,0.136602,0.0117522,0.00486938,0.00327066,0.0023905,0.00198089,0.00164282
74,6.327347,5.6989090000000004,0.2518,5.22455,0.423741,0.175173,0.117663,0.0859987,0.0712628,0.0591007
75,5.197603,4.929251000000002,0.2544,1.80327,0.154166,0.06401,0.0429964,0.0314258,0.026041,0.0215967
76,5.681569,6.263416000000001,0.2552,1.45488,0.135472,0.0536489,0.035156,0.0253601,0.0209109,0.0172875
77,5.686442,6.262237999999999,0.2552,0.148045,0.0124504,0.00509051,0.00341862,0.00249862,0.00207048,0.00171712
78,5.560195,5.338604,0.2543,0.629116,0.0543552,0.022366,0.0150116,0.0109703,0.00909039,0.00753891
80,6.574385,6.6267279999999955,0.2576,0.52861,0.0443048,0.018383,0.0123481,0.00902516,0.00747871,0.00620234
81,5.18689,5.754538999999995,0.2619,0.577805,0.050222,0.0199966,0.0134121,0.00980159,0.00812202,0.00673586
82,4.940251,5.740783999999995,0.2608,0.436034,0.0399005,0.0156981,0.0104412,0.00761625,0.00630929,0.00523203
86,6.0122990000000005,6.062934000000003,0.2627,0.771454,0.0664781,0.0274884,0.0184575,0.0134895,0.011178,0.00927027
88,4.830485,6.732861999999995,0.2644,0.190115,0.0632956,0.05351,0.0374995,0.0239545,0.0169731,0.0114
89,5.72998,7.067657000000003,0.2644,0.519945,0.0451504,0.0184775,0.0123993,0.00906138,0.00750861,0.00622712
90,5.728224,7.0771019999999965,0.2644,0.314902,0.0271385,0.0110731,0.00743149,0.0054311,0.00450044,0.00373236
91,5.733199000000001,7.062853000000002,0.2644,0.497955,0.0480858,0.017687,0.0117308,0.00855881,0.00709086,0.00588041
92,6.370001,5.960234999999999,0.2643,2.33925,0.202282,0.0833803,0.0559971,0.0409275,0.0339146,0.0281265
94,5.926739,6.27117,0.2632,0.944044,0.0793437,0.0326457,0.0219264,0.0160258,0.0132798,0.0110134
95,5.223031,7.147032999999999,0.2632,0.619114,0.196384,0.248363,0.224071,0.177979,0.144104,0.110085
96,5.734971,6.130619000000006,0.2625,0.149277,0.0125796,0.00518994,0.00348585,0.00254777,0.00211121,0.0017509
97,5.745434,6.137041999999996,0.2625,1.62254,0.138018,0.0565074,0.0379344,0.0277241,0.0229735,0.0190526
98,5.431759,5.1423359999999985,0.2672,0.175788,0.0151604,0.00627353,0.00421312,0.00307926,0.00255162,0.00211615
99,5.375723,5.166270999999997,0.2672,0.901377,0.0775466,0.0321311,0.0215819,0.015774,0.0130712,0.0108404
100,5.392946,5.163246999999999,0.2672,0.115865,0.0106267,0.00414369,0.00274303,0.00199603,0.00165231,0.00136969
101,5.3824,5.161565000000002,0.2672,0.118597,0.0102312,0.00423567,0.00284492,0.00207933,0.00172303,0.00142897
102,5.382583,5.162389000000004,0.2672,0.554854,0.0821698,0.127097,0.162524,0.182397,0.186255,0.182245
103,7.080346,6.414158,0.2689,0.453697,0.0390953,0.0162182,0.0108937,0.00796212,0.00659782,0.00547179
105,7.196161999999999,6.308922000000002,0.271,0.0940439,0.00798687,0.0033015,0.00221724,0.00162053,0.00134284,0.00111367
106,6.869699,6.186128999999996,0.2744,0.147472,0.0127462,0.0052746,0.00354122,0.00258799,0.00214451,0.0017785
107,7.093044,6.904556000000003,0.2785,0.0835782,0.00738033,0.00295485,0.0019784,0.00144529,0.00119756,0.000993159
108,6.329676,4.907675999999996,0.2902,0.118435,0.0101682,0.00421071,0.00282821,0.00206711,0.00171291,0.00142057
109,6.329369,4.906070999999998,0.2902,0.625694,0.0534926,0.0222099,0.0149187,0.010904,0.0090356,0.00749353
113,5.382071,5.005006000000005,0.2932,0.11832,0.00977878,0.00401153,0.00269415,0.00196912,0.00163171,0.00135324
114,5.380474,5.0069010000000045,0.2932,0.083263,0.00712677,0.0029576,0.00198666,0.00145204,0.00120323,0.00099788
115,5.371613,4.951476999999998,0.2932,0.496089,0.0430237,0.0177632,0.0119167,0.00870726,0.00721491,0.00598347
116,4.978346,6.694900000000002,0.2967,0.17266,0.0152272,0.00624481,0.00416363,0.00303247,0.00250999,0.0020803
117,4.977981,6.696853000000002,0.2967,0.199181,0.0170634,0.007084,0.00475842,0.0034779,0.00288197,0.00239011
118,6.588087,5.0475629999999985,0.2978,0.78446,0.0672384,0.0278832,0.018729,0.0136889,0.0113433,0.00940738
119,6.615964,5.013066999999996,0.2978,0.619408,0.0534268,0.0220316,0.014796,0.0108141,0.00896112,0.00743176
120,6.736682,5.009363999999998,0.2988,0.0775814,0.00654903,0.00271723,0.0018252,0.00133402,0.00110544,0.000916779
121,6.787471,6.674291,0.2994,0.546352,0.0559028,0.0213346,0.0135319,0.00963485,0.00792142,0.00654331
122,6.788303,6.675534000000004,0.2994,0.374576,0.0478149,0.0238137,0.0149158,0.00964761,0.00732423,0.00557496
123,5.803829,6.869954000000002,0.2993,0.433258,0.0370719,0.0153924,0.0103393,0.00755693,0.00626206,0.00519334
124,5.791088,6.865116999999997,0.2993,0.227608,0.0195903,0.00813449,0.00546406,0.00399364,0.00330933,0.00274454
125,7.00806,5.296744000000002,0.302,1.32387,0.127446,0.0425695,0.0280423,0.0204355,0.0169275,0.014037
126,6.986007,5.319087000000003,0.302,0.311455,0.0984941,0.0609834,0.0355124,0.0196662,0.0130045,0.0083915
131,6.062797,6.766574000000001,0.3032,0.105014,0.010065,0.00381457,0.00250626,0.00182119,0.00150741,0.00124961
132,6.556379,6.2417699999999945,0.3079,0.084179,0.00711761,0.00294819,0.00198031,0.0014474,0.00119939,0.000994691
133,6.375254,6.0178599999999935,0.3054,0.230989,0.0200739,0.00824845,0.00553467,0.00404456,0.00335145,0.00277946
134,6.376785,6.024841000000001,0.3054,0.249832,0.0215003,0.0089249,0.00599495,0.00438167,0.00363087,0.0030112
137,6.400825000000001,6.535760999999995,0.3093,0.0687997,0.00631671,0.00209879,0.00140204,0.00102442,0.000848872,0.000703996
140,6.134776,6.312609,0.3107,0.200254,0.0156718,0.00650091,0.00436675,0.00319163,0.00264475,0.00219338
143,5.642317,5.898682999999998,0.3225,0.130993,0.0122838,0.00506885,0.00328798,0.00234617,0.00192554,0.00158731
144,5.650491,5.903669999999997,0.3225,0.784611,0.0691653,0.0282604,0.018854,0.013737,0.0113711,0.00942462
150,5.978604,4.843993000000005,0.3274,0.647939,0.0562226,0.0231269,0.0155257,0.011347,0.00940262,0.00779791
151,6.892493,6.9131839999999976,0.3274,0.192797,0.0134903,0.00557081,0.00374192,0.00273494,0.00226631,0.00187953
153,6.228702,5.170340000000005,0.3283,0.171126,0.0147392,0.00607294,0.00407877,0.00298113,0.00247032,0.00204872
154,6.604014,5.138882999999996,0.329,0.0941949,0.0081831,0.00334483,0.00224425,0.00164005,0.001359,0.00112706
155,6.309163,5.241767999999999,0.3288,0.626151,0.0602256,0.023413,0.0152158,0.0109785,0.00906603,0.00750666
156,6.294897,5.247795,0.3288,0.126948,0.0109613,0.00453893,0.00304807,0.00222773,0.001846,0.00153095
157,6.296727,5.057612000000001,0.3283,0.0869465,0.00742637,0.00308368,0.00207135,0.00151394,0.00125453,0.00104042
158,6.294245,5.031171000000004,0.3283,0.331261,0.0293161,0.0109121,0.0072444,0.0052825,0.00437558,0.0036283
159,6.30461,5.055817999999994,0.3283,0.6428,0.128332,0.0459741,0.022862,0.0133604,0.0100861,0.00789399
160,6.791249,7.198637000000002,0.3295,0.594562,0.0517135,0.021314,0.0142817,0.0104292,0.00864011,0.00716474
165,5.714186,6.909522999999999,0.3304,0.192399,0.0163697,0.00678953,0.00456057,0.00333329,0.00276213,0.00229073
166,5.714465,6.930692000000002,0.3304,0.227426,0.0194559,0.00804177,0.00540078,0.00394731,0.00327094,0.0027127
167,5.714726,6.911574000000005,0.3304,0.331618,0.0281553,0.0116734,0.00784116,0.00573105,0.00474904,0.00393854
170,5.809571,6.878749999999998,0.3299,0.10641,0.00915496,0.00380112,0.00255326,0.00186616,0.00154639,0.00128248
171,5.663586,7.115030999999998,0.3325,0.184159,0.0155553,0.00643345,0.00432128,0.00315839,0.0026172,0.00217053
173,4.803407000000001,6.629649000000006,0.3327,0.0706368,0.00832146,0.00298924,0.00180604,0.00125559,0.00102474,0.00084328
174,4.804729,6.630285000000002,0.3327,0.0552681,0.00472813,0.00196091,0.00131715,0.000962696,0.000797739,0.000661592
175,5.00404,6.748338999999997,0.3364,1.19289,0.103276,0.0422996,0.0283973,0.0207543,0.017198,0.0142629
179,6.367359,6.340330999999998,0.3415,0.055178,0.00628707,0.00268754,0.00162298,0.00107953,0.000855333,0.000687301
185,6.191537,6.773917999999995,0.3469,0.394127,0.034179,0.0137176,0.00918105,0.00670544,0.00555575,0.00460736
186,6.20667,6.760570000000001,0.3469,0.225271,0.0237646,0.009952,0.00629071,0.00433905,0.00348473,0.00281736
187,6.343076,6.9441589999999955,0.3502,0.816817,0.0650514,0.0269817,0.018124,0.0132467,0.0109769,0.00910349
188,6.337822,6.944586999999996,0.3502,1.47853,0.139015,0.0598248,0.0392543,0.0278117,0.0226078,0.0184357
189,6.339672,6.941362000000005,0.3502,0.169224,0.0173581,0.00630053,0.00405633,0.00292613,0.00241763,0.0020026
190,6.319693,6.951614999999999,0.3502,0.109176,0.00956358,0.00389357,0.00260948,0.00190651,0.00157975,0.00131011
191,6.345083000000001,6.940364000000002,0.3502,0.150018,0.0128202,0.0053229,0.00357547,0.00261329,0.0021655,0.00179592
192,5.134513,7.0009950000000005,0.3494,0.39792,0.0338515,0.014052,0.00943892,0.00689884,0.00571673,0.00474108
193,5.07643,7.023400000000005,0.3494,1.25265,0.107716,0.0447256,0.0300428,0.0219581,0.0181956,0.0150902
194,5.104945,7.015781000000006,0.3494,0.0592434,0.0283602,0.0242576,0.01709,0.0110103,0.00784456,0.00528618
195,6.454537,7.055002000000002,0.3492,0.227908,0.0199744,0.00817693,0.00547344,0.00399698,0.00331155,0.00274622
202,7.121037,5.5655610000000015,0.3558,0.672095,0.0608486,0.0238251,0.0159135,0.0116213,0.00962904,0.00798547
207,5.527978,5.922526000000001,0.3608,0.137062,0.0115495,0.0047909,0.00321811,0.0023521,0.00194907,0.00161643
210,5.242251,4.890117000000005,0.3642,1.1078,0.0897768,0.0372404,0.0250149,0.0182832,0.0151504,0.0125647
222,5.284783,6.074775000000004,0.372,0.0548487,0.00469836,0.00194669,0.00130756,0.000955682,0.000791926,0.000656771
223,5.298337,6.065858,0.372,0.360545,0.0310104,0.012869,0.00864419,0.00631798,0.0052354,0.00434189
224,6.993766,5.738052000000007,0.3748,0.279083,0.0239164,0.00991959,0.00666309,0.00487001,0.00403554,0.00334681
225,6.311021,6.963505999999995,0.3758,0.180854,0.0155783,0.00645906,0.00433855,0.00317102,0.00262767,0.00217921
226,4.85617,7.164158000000003,0.384,0.073933,0.00683706,0.0029002,0.00191257,0.00136648,0.00111671,0.000914804
230,5.401559,4.828485999999998,0.3956,0.213544,0.0183899,0.00759078,0.00509832,0.00372631,0.00308781,0.00256083
231,6.172257000000001,5.079903,0.4032,0.148956,0.012673,0.00522322,0.00350826,0.00256416,0.00212479,0.00176216
232,6.164179,5.082504000000005,0.4032,0.261732,0.0225353,0.00935335,0.00628275,0.00459202,0.00380518,0.00315577
233,6.133177,5.632624,0.4078,0.0595848,0.00604388,0.0023371,0.00148242,0.00105531,0.000867694,0.000716827
234,7.025129,5.059685999999996,0.4078,0.148491,0.0126521,0.0052529,0.00352844,0.00257892,0.00213702,0.0017723
235,7.016048,5.050253,0.4078,0.0542856,0.00469243,0.00194035,0.00130305,0.000952365,0.000789176,0.00065449
236,7.041956,5.053391000000003,0.4078,0.133292,0.0173478,0.0132174,0.0107376,0.00821654,0.00663284,0.00513793
237,7.032065,5.064821999999999,0.4078,0.196395,0.0165797,0.00688414,0.00462417,0.00337978,0.00280066,0.00232268
238,7.029982,5.057308999999999,0.4078,0.0879071,0.00835953,0.00316015,0.00208726,0.00151999,0.00125876,0.00104372
239,7.024891,5.079370999999996,0.4078,0.0922774,0.00789249,0.00327644,0.00220083,0.00160857,0.00133295,0.00110546
240,6.120878,5.416376999999994,0.4068,0.0953577,0.00896491,0.00352808,0.00231099,0.00167396,0.00138406,0.00114675
241,6.115509,5.411486000000005,0.4068,0.196891,0.0416762,0.0733845,0.0914727,0.0995715,0.0997834,0.0959177
254,6.989137,5.5156269999999985,0.4155,0.0615186,0.00529063,0.00219296,0.00147291,0.00107653,0.000892066,0.00073982
255,7.00456,5.501179999999998,0.4155,0.0680549,0.00584077,0.00242516,0.00162902,0.00119064,0.000986622,0.000818239
256,6.575148,6.174092999999999,0.4153,0.335287,0.0286617,0.0118621,0.0079677,0.00582353,0.00482567,0.00400209
257,6.587917,6.177196999999995,0.4153,0.2345,0.0139121,0.00560024,0.00376005,0.00274811,0.00227722,0.00188857
260,6.92198,7.1212559999999945,0.4208,0.270058,0.0227552,0.00944776,0.0063462,0.00463839,0.00384361,0.00318763
272,7.129036,5.635206000000006,0.4264,0.147386,0.0132029,0.00530061,0.00352407,0.00256601,0.00212411,0.00176068
273,6.475468,5.578825999999998,0.4299,0.137623,0.0118119,0.00490289,0.00329333,0.00240707,0.00199462,0.00165421
279,6.245473,5.345561000000003,0.4307,0.281005,0.0244629,0.0100306,0.00672223,0.00491022,0.00406833,0.00337382
280,6.241076,5.348743999999994,0.4307,0.105864,0.010209,0.00391102,0.00255188,0.00184742,0.00152744,0.00126556
281,6.244783,5.344507999999999,0.4307,0.182064,0.0154915,0.00643238,0.00432072,0.00315799,0.00261687,0.00217026
282,6.254353,5.341597000000003,0.4307,0.380299,0.0355793,0.00969502,0.00609139,0.00437975,0.00361721,0.00299586
283,6.257666,5.337756999999997,0.4307,0.25801,0.0205519,0.0085318,0.00573093,0.0041887,0.00347097,0.00287859
284,6.25342,5.344940999999994,0.4307,0.0997786,0.00954665,0.00361899,0.00237514,0.00172455,0.00142704,0.00118283
285,6.221406,5.351787000000003,0.4307,0.187112,0.0152803,0.00550475,0.00367674,0.00268582,0.00222549,0.00184566
288,5.869761,5.688163999999994,0.4283,0.451137,0.0384632,0.0159701,0.0107273,0.00784053,0.00649706,0.00538823
289,6.040031,5.732128999999996,0.4311,0.291637,0.0248524,0.010314,0.00692803,0.00506365,0.004196,0.00347988
291,6.965957,6.619706999999995,0.4361,0.0541242,0.00465491,0.00192181,0.00129039,0.000943082,0.000781479,0.000648105
292,6.979725,6.625088,0.4361,0.067774,0.00582997,0.00242055,0.00162592,0.00118837,0.000984747,0.000816684
295,7.132451,7.050433000000002,0.4394,0.195337,0.0158355,0.00654169,0.00439384,0.00321141,0.00266114,0.00220697
296,7.121102,7.046940999999998,0.4394,0.318785,0.0274514,0.0113748,0.00764024,0.00558419,0.00462734,0.00383761
299,4.818137,4.949578999999999,0.4394,0.073053,0.00624178,0.00258844,0.00173868,0.00127079,0.00105304,0.000873322
300,4.801942,4.951215000000006,0.4394,0.516277,0.0445025,0.0184124,0.0123672,0.00903909,0.00749025,0.00621191
301,4.82861,4.948046000000007,0.4394,0.0646415,0.00555636,0.00230486,0.0015482,0.00113157,0.000937675,0.000777645
302,4.935099,5.910426999999998,0.4377,0.246661,0.0228131,0.00907208,0.00596839,0.00432822,0.0035793,0.00296569
303,4.935414,5.900360000000001,0.4377,0.0856421,0.00728745,0.00301382,0.00202436,0.00147959,0.00122606,0.00101681
304,4.939782,5.908452,0.4377,0.742085,0.0700245,0.02551,0.0170209,0.0124327,0.0103019,0.00854359
307,4.870686,5.553109000000002,0.4414,0.220588,0.0189877,0.00781278,0.00524709,0.00383503,0.0031779,0.00263554
308,5.031092000000001,5.460470999999996,0.4429,1.3328,0.114756,0.0476151,0.0319833,0.0233764,0.0193709,0.0160649
309,6.083616000000001,6.907839999999998,0.4444,0.202316,0.0174105,0.00722662,0.0048542,0.0035479,0.00293997,0.00243822
310,6.080355,6.906081999999994,0.4444,0.11856,0.00759807,0.00312283,0.00209755,0.00153308,0.00127039,0.00105358
311,6.080783,6.906973000000006,0.4444,0.180457,0.0156257,0.00629927,0.00421515,0.00307797,0.00255008,0.0021147
317,5.362534,6.304871000000001,0.4513,0.298332,0.0253176,0.0105125,0.0070614,0.00516113,0.00427677,0.00354687
324,5.017138,5.389590000000003,0.4583,0.0871079,0.00759512,0.00310333,0.00207945,0.00151899,0.00125857,0.00104373
325,5.31317,5.501922999999997,0.4574,0.24093,0.0206577,0.00857678,0.00576114,0.00421078,0.00348927,0.00289377
326,5.322955,5.501203,0.4574,0.111549,0.0112227,0.00590953,0.0042296,0.0030707,0.00246653,0.00194778
327,7.199399999999999,6.690846999999994,0.461,0.226528,0.0186702,0.00759643,0.00509705,0.00372479,0.00308648,0.0025597
330,4.998557,5.904322999999996,0.4632,0.415525,0.0357308,0.0147497,0.00990141,0.00723587,0.00599585,0.00497251
333,6.923506,6.901069000000007,0.4645,0.143851,0.0164796,0.00897095,0.00622379,0.00435143,0.00341122,0.00263219
334,6.910352,6.9134449999999985,0.4645,0.279214,0.0239082,0.00992292,0.00666536,0.00487167,0.00403691,0.00334795
336,6.940135,6.8169230000000045,0.4642,0.30195,0.0260496,0.0107951,0.00725058,0.00529936,0.00439131,0.00364186
337,6.954346000000001,6.8050860000000055,0.4642,0.214527,0.0181154,0.00751992,0.00505123,0.00369191,0.00305931,0.00253719
338,7.111263,6.828268999999995,0.4653,0.102734,0.011241,0.00428627,0.00264243,0.00184426,0.00150458,0.00123705
340,6.451696,6.113469999999995,0.4683,0.212158,0.0184273,0.00751581,0.00504435,0.00368659,0.00305487,0.0025335
341,6.442648,6.1114269999999955,0.4683,0.169241,0.0145507,0.00604146,0.00405813,0.00296606,0.00245783,0.00203836
342,4.994923,5.922285999999994,0.4672,0.0854954,0.00735159,0.00304228,0.00204346,0.00149355,0.00123763,0.00102641
343,4.970186,5.9300799999999985,0.4672,0.152385,0.0275355,0.0135898,0.00770689,0.0045065,0.00322889,0.00234519
344,6.951986,7.046486999999996,0.4703,0.226552,0.01922,0.00796232,0.0053483,0.00390904,0.00323923,0.0026864
346,7.036354,6.973218000000001,0.4733,0.101215,0.00859162,0.003563,0.00239328,0.00174923,0.0014495,0.00120212
347,7.041863,6.963453000000002,0.4733,0.29177,0.0232728,0.0096194,0.00646126,0.00472248,0.00391329,0.00324542
348,6.57713,7.036611999999995,0.4724,0.425754,0.042376,0.014606,0.00938734,0.00676149,0.00558162,0.00462053
349,6.580363,7.080070000000002,0.4724,0.0936296,0.00777591,0.00318412,0.00213808,0.00156267,0.0012949,0.0010739
350,6.878129,6.983303000000006,0.4737,0.066046,0.00602386,0.00234707,0.00156899,0.00114612,0.000949685,0.000787597
351,4.828896,5.742282000000002,0.475,0.0527451,0.00452222,0.00187667,0.00126056,0.000921334,0.000763464,0.000633166
354,4.829808,6.0666869999999955,0.4807,0.246518,0.0215917,0.00878313,0.0058847,0.00429895,0.00356205,0.00295405
356,5.064721,5.582576000000004,0.4825,0.188301,0.0162401,0.00659525,0.00442244,0.0032314,0.00267759,0.00222059
357,5.052888,5.597231000000001,0.4825,0.258549,0.0225287,0.00859577,0.00574023,0.00419197,0.0034733,0.00288044
358,5.066952,6.171278,0.4816,0.0561821,0.00481841,0.00199992,0.00134337,0.000981864,0.000813622,0.000674764
359,5.086643,6.1701330000000025,0.4816,0.0832808,0.00713484,0.00295531,0.00198498,0.0014508,0.00120221,0.00099703
360,5.363127,6.360954999999996,0.4816,0.172781,0.0160452,0.00638492,0.0041919,0.00303665,0.00251039,0.00207968
361,5.371544,6.377627999999995,0.4816,0.0871955,0.00749394,0.00310937,0.0020886,0.00152654,0.00126497,0.00104908
365,4.831999,6.062194999999995,0.4825,0.11208,0.00952845,0.00395326,0.00265545,0.00194085,0.00160829,0.00133381
366,4.831287,6.061143999999999,0.4825,0.333532,0.028982,0.0118167,0.00792802,0.00579365,0.00480083,0.00398148
371,7.081586,6.235224000000001,0.4827,0.0687814,0.00605883,0.00246332,0.00164799,0.00120333,0.000996962,0.00082676
372,7.072147,6.228898000000001,0.4827,0.151219,0.0132655,0.00520809,0.00349049,0.00255065,0.00211357,0.00175285
373,7.077715,6.2250299999999985,0.4827,0.164853,0.0140888,0.00584899,0.00392885,0.00287157,0.00237953,0.00197342
376,6.270753,6.357829000000002,0.4862,0.0952659,0.0063253,0.00260132,0.00174727,0.00127707,0.00105824,0.000877637
377,6.256707,6.315142000000003,0.4862,0.131445,0.0113043,0.00466509,0.00313267,0.00228957,0.00189724,0.00157345
378,6.253469,6.348113000000006,0.4862,0.0762587,0.00685518,0.00267423,0.00178555,0.00130378,0.00108024,0.000895845
379,5.460977,6.507951000000005,0.4858,0.474928,0.0380846,0.0155527,0.0104438,0.00763312,0.00632518,0.00524569
383,5.366184,5.004111999999994,0.4907,0.155458,0.0125621,0.00519518,0.0034895,0.00255045,0.00211343,0.00175274
384,5.367535,5.018423000000004,0.4907,0.0961554,0.00807942,0.00334847,0.0022492,0.00164392,0.00136224,0.00112975
385,5.375375,5.003040999999996,0.4907,0.176002,0.0150321,0.00622833,0.00418352,0.0030577,0.00253377,0.00210134
386,5.371846,5.042902000000003,0.4907,0.170753,0.0146785,0.00608388,0.00408654,0.00298682,0.00247503,0.00205263
387,5.368812,5.0182230000000025,0.4907,1.35545,0.117393,0.0469805,0.0315001,0.0230186,0.019074,0.0158187
388,5.35809,4.990858999999994,0.4907,0.150482,0.0127106,0.00527781,0.00354518,0.00259115,0.00214716,0.00178071
389,5.381016,5.008127999999997,0.4907,0.259336,0.0238637,0.00924695,0.00612816,0.00446298,0.00369546,0.00306384
390,5.308025,5.160224000000005,0.4907,0.0523114,0.00463913,0.0018391,0.00123364,0.000901578,0.00074709,0.000619586
391,5.306665,5.146090999999999,0.4907,0.237793,0.0203551,0.00841036,0.00564847,0.00412837,0.00342097,0.00283713
392,5.302506,5.177834999999997,0.4907,0.325443,0.0280949,0.0113133,0.00757672,0.00553457,0.00458578,0.00380301
393,5.733414,5.851219999999994,0.4907,0.0571204,0.0169339,0.0061842,0.00284384,0.00147061,0.00102273,0.000747065
394,5.97427,6.645260000000004,0.4884,0.398166,0.0340536,0.0141373,0.00949623,0.00694073,0.00575144,0.00476987
395,5.988959,6.6343520000000025,0.4884,0.341838,0.029027,0.0119353,0.008016,0.0058588,0.0048549,0.00402633
396,5.803582,5.638089999999997,0.49,1.47462,0.126281,0.05239,0.035191,0.0257208,0.0213136,0.0176761
397,5.857464,5.925509999999994,0.4902,0.0571027,0.00504178,0.00206204,0.00137504,0.00100161,0.000829052,0.00068712
398,5.95266,6.193875000000001,0.4942,0.11202,0.00957283,0.0039747,0.00266987,0.00195139,0.00161702,0.00134105
399,5.952734,6.185514000000007,0.4942,0.0839216,0.0390955,0.082656,0.101399,0.106903,0.104499,0.0976521
400,5.967495,6.186978999999997,0.4942,0.437186,0.0457151,0.0170325,0.0107387,0.00757612,0.00619264,0.00509051
404,5.965728,6.727257999999999,0.4962,0.358597,0.0278207,0.0105731,0.00709506,0.00518553,0.00429698,0.00356363
405,5.950741,6.722108999999995,0.4962,0.145185,0.0123705,0.00507983,0.00341135,0.00249329,0.00206606,0.00171346
410,5.654211,6.418123999999994,0.4969,0.0597695,0.00504427,0.00205568,0.00138031,0.00100883,0.00083597,0.000693298
411,5.660503,6.421338000000006,0.4969,0.105487,0.00890223,0.00368755,0.00247696,0.0018104,0.00150019,0.00124416
412,5.758233,6.298636000000004,0.4967,0.327755,0.0281533,0.0116905,0.00785265,0.00573945,0.004756,0.00394431
