# ells, tt, ee, bb, te
3.501500000000000000e+03 8.563892407924667438e+00 2.959196591546379151e-01 1.066268165519992060e-02 -3.892584836929491865e-01
3.701500000000000000e+03 5.722158369847334392e+00 1.855354183877529761e-01 9.144532903362605561e-03 -2.776036294007165894e-01
3.901500000000000000e+03 3.897644178552000849e+00 1.206760305957772922e-01 7.970078558295746671e-03 -1.744354376479047009e-01
4.101500000000000000e+03 2.663601700987589638e+00 7.763906767517979313e-02 7.064586535523945804e-03 -1.041328849858735583e-01
4.301500000000000000e+03 1.876098347070525696e+00 5.157387697630774065e-02 6.331449686271798348e-03 -7.069879229532258225e-02
4.501500000000000000e+03 1.397273514101106784e+00 3.459456034430531679e-02 5.738651410472824996e-03 -4.668654946345796031e-02
4.701500000000000000e+03 1.069805671822134707e+00 2.417797867220388558e-02 5.256275463176768130e-03 -3.131991378428602285e-02
4.901500000000000000e+03 8.428491107525789561e-01 1.754360592183962925e-02 4.841125516956123684e-03 -2.232076340558910438e-02
5.101500000000000000e+03 6.970780998832009079e-01 1.309584504821573528e-02 4.469774603625307000e-03 -1.672027012069727744e-02
5.301500000000000000e+03 5.917317080750280622e-01 1.025688672501079944e-02 4.142052300379861843e-03 -1.275579091738959607e-02
5.501500000000000000e+03 5.197328405754683134e-01 8.331950346311104219e-03 3.866038615312965537e-03 -1.023724142110163382e-02
5.701500000000000000e+03 4.650508551576011396e-01 6.960646553392673720e-03 3.632726564960773660e-03 -8.680230728532991463e-03
5.901500000000000000e+03 4.253801809705722303e-01 6.022480586225241288e-03 3.431544352757533167e-03 -7.394088306627234937e-03
6.101500000000000000e+03 3.901550677233127651e-01 5.319690330698768899e-03 3.255576647728499785e-03 -6.478490851793188010e-03
6.301500000000000000e+03 3.639688906127946932e-01 4.785898194391300167e-03 3.108726181346041940e-03 -5.928292859892947582e-03
6.501500000000000000e+03 3.425103882617624995e-01 4.375348211978647567e-03 2.981209419020237634e-03 -5.371822511826788472e-03
6.701500000000000000e+03 3.229487759537879032e-01 4.044556918567771692e-03 2.858150716468652042e-03 -4.915419355423803968e-03
6.901500000000000000e+03 3.063798028911854932e-01 3.755377902019265118e-03 2.734057339260867903e-03 -4.589538273479796746e-03
7.101500000000000000e+03 2.892294625347707204e-01 3.505078640066227030e-03 2.608318593166469163e-03 -4.266297066086875180e-03
7.301500000000000000e+03 2.763354115275382106e-01 3.280648182277632816e-03 2.486026518014307785e-03 -3.954288788582384535e-03
7.501500000000000000e+03 2.629904741334467277e-01 3.074431561487199049e-03 2.371478499749579607e-03 -3.712504529578103309e-03
7.701500000000000000e+03 2.528013789945480760e-01 2.893963356390409202e-03 2.269307568513237276e-03 -3.475138559882778606e-03
7.901500000000000000e+03 2.431407034365185016e-01 2.733879734840824298e-03 2.178371573969423765e-03 -3.278192906005826003e-03
8.101500000000000000e+03 2.317629107992622284e-01 2.597939762701381283e-03 2.097506777857471860e-03 -3.135818776719413465e-03
8.301500000000000000e+03 2.246451270829065983e-01 2.483024633206829326e-03 2.030128166848875395e-03 -2.974466962802321205e-03
8.501500000000000000e+03 2.151960675539495715e-01 2.387362866124923596e-03 1.976006416987850269e-03 -2.881108819381977913e-03
8.701500000000000000e+03 2.086935789850758727e-01 2.306644801270529583e-03 1.932914715449827623e-03 -2.820364967749580676e-03
8.901500000000000000e+03 2.023846051936522838e-01 2.237210887823048045e-03 1.893543721763070453e-03 -2.704570911794134010e-03
9.101500000000000000e+03 1.957289159740599194e-01 2.172938986372416163e-03 1.852178059264899309e-03 -2.635738525116978863e-03
9.301500000000000000e+03 1.899969970091429372e-01 2.101901367385274749e-03 1.802712776638292890e-03 -2.587830072102005521e-03
9.501500000000000000e+03 1.827241048407352297e-01 2.031479167426752247e-03 1.742066082664810991e-03 -2.464586077869811674e-03
9.701500000000000000e+03 1.770320432240284070e-01 1.957434440078853217e-03 1.676326799103896670e-03 -2.357504890847375318e-03
9.901500000000000000e+03 1.691263000129308580e-01 1.874638420682062405e-03 1.612136597231125573e-03 -2.293006190519206091e-03
1.010150000000000000e+04 1.648702865405698159e-01 1.802653289703772671e-03 1.555756975881495991e-03 -2.187189293066533688e-03
