,z,RADeg,decDeg,comoving_pos_x_Mpc,comoving_pos_y_Mpc,comoving_pos_z_Mpc,pec_vel_x_km_s,pec_vel_y_km_s,pec_vel_z_km_s,Mfof,Mvir,Mgas_vir,Rvir,int_tSZ_in_Rvir,int_kSZ_in_Rvir,int_SZ_in_Rvir_148GHz,int_SZ_in_Rvir_219GHz,int_SZ_in_Rvir_277GHz,int_SZ_in_Rvir_30GHz,int_SZ_in_Rvir_90GHz,int_SZ_in_Rvir_350GHz,M200,Mgas_200,R200,int_tSZ_in_R200,int_kSZ_in_R200,int_SZ_in_R200_148GHz,int_SZ_in_R200_219GHz,int_SZ_in_R200_277GHz,int_SZ_in_R200_30GHz,int_SZ_in_R200_90GHz,int_SZ_in_R200_350GHz,M500,Mgas_500,R500,int_tSZ_in_R500,int_kSZ_in_R500,int_SZ_in_R500_148GHz,int_SZ_in_R500_219GHz,int_SZ_in_R500_277GHz,int_SZ_in_R500_30GHz,int_SZ_in_R500_90GHz,int_SZ_in_R500_350GHz,Mstar,rho_gas_c,T_c,P_c,Phi_c
1039,0.9372,6.317544,6.286119,3133.163,346.8755,347.2448,-249.0042,-215.0621,-139.827,29218680000000.0,26719710000000.0,2129539000000.0,0.4848972,1.069281e-06,8.646808e-07,-1.814578e-07,8.789812e-07,1.864127e-06,-1.22092e-06,-8.404193e-07,3.185452e-06,25758570000000.0,1917154000000.0,0.4371311,1.016717e-06,8.062271e-07,-1.884004e-07,8.197437e-07,1.756276e-06,-1.176756e-06,-8.149368e-07,3.012503e-06,16147160000000.0,1081541000000.0,0.275873,7.404998e-07,5.317951e-07,-1.9228e-07,5.41314e-07,1.222673e-06,-9.12094e-07,-6.484771e-07,2.137038e-06,892972700000.0,104700000000000.0,1.108721,19750000000000.0,-0.905408
1040,0.9368,6.51396,5.481654999999995,3135.735,358.0459,302.879,-94.27162,-194.3414,227.0027,177522700000000.0,79294100000000.0,9008156000000.0,0.6960155,9.867523e-06,1.171637e-06,-8.402024e-06,1.2739e-06,1.022548e-05,-1.801163e-05,-1.447327e-05,2.227794e-05,70355500000000.0,7557114000000.0,0.6102592,8.839236e-06,1.026222e-06,-7.547947e-06,1.11592e-06,9.130516e-06,-1.615606e-05,-1.298583e-05,1.99238e-05,45365840000000.0,3853343000000.0,0.3878805,5.813108e-06,6.219336e-07,-5.01222e-06,6.760732e-07,5.936354e-06,-1.067314e-05,-8.586703e-06,1.302642e-05,2033101000000.0,128400000000000.0,2.432531,53140000000000.0,-2.182774
1041,0.9357,6.486546,5.505574000000006,3132.914,356.2053,303.9185,383.4432,313.5349,208.0464,33928270000000.0,29026450000000.0,2687351000000.0,0.4984789,1.582201e-06,-1.636965e-06,-3.169292e-06,-1.601157e-06,-1.550908e-07,-4.720504e-06,-4.15088e-06,1.771395e-06,26623600000000.0,2309719000000.0,0.4419356,1.454632e-06,-1.472523e-06,-2.881125e-06,-1.43977e-06,-1.106733e-07,-4.30724e-06,-3.783499e-06,1.660195e-06,18742240000000.0,1285943000000.0,0.2896803,1.031669e-06,-9.67025e-07,-1.965583e-06,-9.44243e-07,-2.607542e-09,-2.976962e-06,-2.605388e-06,1.252581e-06,951777300000.0,93640000000000.0,1.262271,20110000000000.0,-0.971091
1042,0.9364,5.88397,6.0050969999999975,3136.043,323.1918,331.6407,76.84164,179.6899,366.8015,54592790000000.0,44500810000000.0,4333964000000.0,0.5886247,2.715629e-06,-7.514505e-07,-3.388748e-06,-7.042048e-07,1.777724e-06,-6.041105e-06,-5.067215e-06,5.098273e-06,42866870000000.0,3915179000000.0,0.5203654,2.572676e-06,-6.92919e-07,-3.191036e-06,-6.485091e-07,1.701995e-06,-5.703738e-06,-4.781014e-06,4.847154e-06,33159350000000.0,2617608000000.0,0.3497838,2.060622e-06,-5.087705e-07,-2.508686e-06,-4.741911e-07,1.406289e-06,-4.521187e-06,-3.781826e-06,3.923777e-06,1325234000000.0,108200000000000.0,1.414541,26040000000000.0,-1.223
1044,0.9375,6.543591,5.602277999999995,3136.446,359.7703,309.6745,-376.4389,-404.7178,7.592355,28257540000000.0,26527480000000.0,2415183000000.0,0.4884866,1.225826e-06,1.326447e-06,1.251978e-07,1.339784e-06,2.469291e-06,-1.06521e-06,-6.293909e-07,3.987345e-06,25374110000000.0,2193073000000.0,0.4357069,1.168127e-06,1.231593e-06,8.703386e-08,1.244175e-06,2.320211e-06,-1.047315e-06,-6.319782e-07,3.766562e-06,20087840000000.0,1583641000000.0,0.3051542,9.790151e-07,9.49142e-07,-9.700517e-09,9.59316e-07,1.860269e-06,-9.603379e-07,-6.121449e-07,3.071758e-06,841982200000.0,269900000000000.0,1.325133,60850000000000.0,-1.13157
1045,0.9383,6.328519,6.179634,3136.817,347.8883,341.7217,-314.1112,-35.8968,365.5786,57956780000000.0,51997710000000.0,5593579000000.0,0.6097945,4.057447e-06,1.964453e-06,-1.992986e-06,2.006797e-06,5.717524e-06,-5.937776e-06,-4.489614e-06,1.070979e-05,50075430000000.0,5115119000000.0,0.5457557,3.885374e-06,1.838934e-06,-1.950135e-06,1.878958e-06,5.431133e-06,-5.727583e-06,-4.340682e-06,1.021075e-05,38157280000000.0,3517359000000.0,0.3679687,3.190632e-06,1.387361e-06,-1.722398e-06,1.418467e-06,4.331524e-06,-4.824263e-06,-3.684824e-06,8.253409e-06,1385739000000.0,246100000000000.0,1.859536,77860000000000.0,-1.60974
1046,0.9364,4.936144,6.859537999999999,3135.168,270.7711,378.5547,265.1218,184.4435,139.2666,57956780000000.0,54208330000000.0,5928522000000.0,0.6125323,4.410579e-06,-2.187198e-06,-6.453712e-06,-2.107791e-06,1.901197e-06,-1.076849e-05,-9.180959e-06,7.264762e-06,52862740000000.0,5515582000000.0,0.5561873,4.274141e-06,-2.08208e-06,-6.216172e-06,-2.005589e-06,1.87839e-06,-1.039745e-05,-8.858886e-06,7.075288e-06,43155220000000.0,3928428000000.0,0.3816499,3.591728e-06,-1.615974e-06,-5.08821e-06,-1.553583e-06,1.706205e-06,-8.601791e-06,-7.308301e-06,6.070295e-06,1397491000000.0,248500000000000.0,1.897869,80240000000000.0,-1.64439
1048,0.9368,5.243533,4.884181999999998,3146.009,288.7195,269.9629,108.4479,184.1827,-13.8231,38157280000000.0,36427230000000.0,3164054000000.0,0.5363884,1.892854e-06,-5.12114e-07,-2.350144e-06,-4.793612e-07,1.250423e-06,-4.198159e-06,-3.519653e-06,3.564793e-06,34601060000000.0,2944540000000.0,0.4841121,1.828144e-06,-4.829018e-07,-2.257905e-06,-4.514692e-07,1.218743e-06,-4.042735e-06,-3.387361e-06,3.453666e-06,28065310000000.0,2176174000000.0,0.3314587,1.566611e-06,-3.779025e-07,-1.898297e-06,-3.516787e-07,1.078049e-06,-3.427762e-06,-2.865925e-06,2.992083e-06,1056390000000.0,320400000000000.0,1.584244,86360000000000.0,-1.39887
1050,0.9398,5.354372000000001,4.857549000000006,3152.76,295.4906,269.1082,59.54427,-93.25797,146.3015,31429300000000.0,26911940000000.0,2217535000000.0,0.4866574,1.190596e-06,-1.997482e-07,-1.358382e-06,-1.784487e-07,9.138202e-07,-2.52e-06,-2.094149e-06,2.373999e-06,25374110000000.0,1991293000000.0,0.4369129,1.128935e-06,-1.853402e-07,-1.283867e-06,-1.652502e-07,8.702176e-07,-2.38532e-06,-1.981491e-06,2.254599e-06,17877220000000.0,1218200000000.0,0.2857874,8.546612e-07,-1.276319e-07,-9.589076e-07,-1.128051e-07,6.702631e-07,-1.792751e-06,-1.486912e-06,1.717684e-06,870870300000.0,141100000000000.0,1.232593,29590000000000.0,-1.019955
1052,0.9364,6.268343,6.282631,3131.903,344.0138,346.8781,-73.049,313.5557,100.2668,34120490000000.0,32678780000000.0,2851897000000.0,0.5273993,1.455365e-06,1.018282e-07,-1.3163e-06,1.258127e-07,1.461877e-06,-2.735112e-06,-2.215058e-06,3.249954e-06,31717640000000.0,2585478000000.0,0.4725709,1.377749e-06,9.415854e-08,-1.248199e-06,1.167245e-07,1.381223e-06,-2.591333e-06,-2.098973e-06,3.073702e-06,22202350000000.0,1599085000000.0,0.306455,1.041818e-06,6.48982e-08,-9.496994e-07,8.15034e-08,1.036663e-06,-1.965308e-06,-1.592862e-06,2.31569e-06,1005526000000.0,98400000000000.0,1.155813,19350000000000.0,-0.956241
1053,0.9368,6.576305,5.339783000000006,3136.108,361.5459,295.0659,-16.8928,-581.5037,753.1708,113991300000000.0,92365620000000.0,10817550000000.0,0.7322231,1.164237e-05,1.799234e-07,-1.110617e-05,3.036803e-07,1.084767e-05,-2.246642e-05,-1.827898e-05,2.504469e-05,85829860000000.0,9657437000000.0,0.6521876,1.097181e-05,1.656881e-07,-1.046786e-05,2.799489e-07,1.021129e-05,-2.117344e-05,-1.722652e-05,2.358636e-05,61513000000000.0,6014859000000.0,0.4295693,8.356658e-06,1.157307e-07,-7.975597e-06,1.954037e-07,7.7431e-06,-1.612846e-05,-1.312023e-05,1.79171e-05,2176134000000.0,204800000000000.0,2.657846,92610000000000.0,-2.27997
1054,0.9398,6.244403000000001,6.247357,3140.977,343.6824,345.8985,-472.4283,-45.79353,-27.93085,29218680000000.0,27776970000000.0,2385682000000.0,0.4993415,1.101305e-06,1.491175e-06,4.106119e-07,1.502978e-06,2.519671e-06,-6.58001e-07,-2.670822e-07,3.88602e-06,26527480000000.0,2141008000000.0,0.4421356,1.040683e-06,1.373549e-06,3.525823e-07,1.384601e-06,2.345088e-06,-6.571893e-07,-2.877627e-07,3.63603e-06,19318930000000.0,1370785000000.0,0.2916792,8.085571e-07,9.762642e-07,1.833624e-07,9.845484e-07,1.730084e-06,-6.011301e-07,-3.140235e-07,2.732508e-06,885807400000.0,100500000000000.0,1.049785,17950000000000.0,-0.872784
1055,0.939,4.924725,6.880051000000003,3142.141,270.7425,380.5357,-105.9407,69.35101,-166.558,45942520000000.0,39118420000000.0,3905027000000.0,0.551912,2.419984e-06,6.108944e-07,-1.747108e-06,6.450538e-07,2.86232e-06,-4.103294e-06,-3.239068e-06,5.835904e-06,37292260000000.0,3514475000000.0,0.4948274,2.281185e-06,5.630451e-07,-1.659452e-06,5.94974e-07,2.684473e-06,-3.880489e-06,-3.065746e-06,5.487054e-06,28353650000000.0,2197395000000.0,0.3313685,1.732615e-06,3.939562e-07,-1.293298e-06,4.173885e-07,2.00262e-06,-2.980205e-06,-2.361129e-06,4.129885e-06,1154385000000.0,106300000000000.0,1.385085,25050000000000.0,-1.13652
1059,0.9443,5.465112,5.936311000000005,3158.624,302.1999,329.9352,336.3232,-187.9417,274.78,36235000000000.0,27584740000000.0,2901201000000.0,0.494072,1.54806e-06,-1.364635e-06,-2.866094e-06,-1.330986e-06,8.609923e-08,-4.382102e-06,-3.825762e-06,1.975058e-06,25566340000000.0,2513756000000.0,0.4365405,1.431581e-06,-1.233878e-06,-2.622203e-06,-1.202915e-06,1.072e-07,-4.02412e-06,-3.509599e-06,1.853763e-06,17684990000000.0,1372247000000.0,0.282676,9.678671e-07,-7.649298e-07,-1.703105e-06,-7.444303e-07,1.403448e-07,-2.650859e-06,-2.302881e-06,1.320424e-06,891814500000.0,110000000000000.0,1.16751,21850000000000.0,-0.954261
1061,0.9443,6.337456,6.882970000000006,3147.7,349.5923,382.3005,-262.1654,31.08705,185.7988,28641990000000.0,15089910000000.0,959277800000.0,0.4054477,4.546602e-07,3.964605e-07,-4.859866e-08,4.034359e-07,8.233795e-07,-4.908579e-07,-3.291222e-07,1.385597e-06,13552080000000.0,815557900000.0,0.3605767,4.065057e-07,3.466761e-07,-5.121164e-08,3.528812e-07,7.282743e-07,-4.466258e-07,-3.020113e-07,1.230889e-06,9034722000000.0,405122900000.0,0.2267996,2.520978e-07,1.964801e-07,-5.01852e-08,2.002449e-07,4.328564e-07,-2.953951e-07,-2.056876e-07,7.444078e-07,582621400000.0,43580000000000.0,0.79735,5912000000000.0,-0.637263
1065,0.9421,5.703618,6.763667999999999,3146.962,314.3092,375.0856,-20.66164,202.5494,169.8209,31429300000000.0,12975400000000.0,713800800000.0,0.381499,3.34811e-07,-2.464008e-08,-3.512223e-07,-1.831177e-08,2.901979e-07,-6.777943e-07,-5.58265e-07,7.021194e-07,11918140000000.0,588783900000.0,0.3369396,2.926584e-07,-2.100692e-08,-3.064462e-07,-1.550126e-08,2.541089e-07,-5.919005e-07,-4.874125e-07,6.141252e-07,7785239000000.0,288071000000.0,0.2188194,1.829451e-07,-1.214177e-08,-1.905202e-07,-8.753696e-09,1.596637e-07,-3.689575e-07,-3.036248e-07,3.84624e-07,525503700000.0,38910000000000.0,0.8090608,5356000000000.0,-0.653
1068,0.9432,6.321986000000001,5.0812330000000046,3155.576,349.6046,282.3026,-67.46584,-258.5052,253.5606,85349290000000.0,52478280000000.0,6041777000000.0,0.6044888,5.621754e-06,7.052614e-07,-4.763126e-06,7.810016e-07,5.914782e-06,-1.024029e-05,-8.22863e-06,1.280557e-05,43251330000000.0,4811505000000.0,0.5182068,4.98409e-06,6.095789e-07,-4.237691e-06,6.758593e-07,5.225415e-06,-9.09354e-06,-7.309795e-06,1.133313e-05,24509090000000.0,2101211000000.0,0.3151356,2.958675e-06,3.371385e-07,-2.538798e-06,3.749234e-07,3.072225e-06,-5.421266e-06,-4.361909e-06,6.695284e-06,1581695000000.0,69350000000000.0,1.58573,18710000000000.0,-1.32363
1069,0.9405,6.135167,6.187370999999995,3143.546,337.8998,342.7605,-393.6428,341.2119,161.265,36427230000000.0,29218680000000.0,3024167000000.0,0.4977169,1.716108e-06,1.364962e-06,-3.141744e-07,1.385018e-06,2.963696e-06,-1.982087e-06,-1.37109e-06,5.08437e-06,27296390000000.0,2701170000000.0,0.4464426,1.611809e-06,1.252397e-06,-3.244795e-07,1.271045e-06,2.753335e-06,-1.890992e-06,-1.317078e-06,4.744769e-06,19895610000000.0,1675349000000.0,0.2948984,1.214565e-06,8.610425e-07,-3.265478e-07,8.744941e-07,1.990069e-06,-1.506895e-06,-1.074262e-06,3.48959e-06,920972700000.0,178500000000000.0,1.352348,41070000000000.0,-1.12365
1072,0.9451,4.801865,6.388228000000001,3160.813,265.5244,355.1308,-1.653641,301.5421,143.8207,221542900000000.0,196649400000000.0,23225440000000.0,0.9395317,3.688694e-05,-1.132785e-06,-3.661488e-05,-9.393399e-07,3.193697e-05,-7.257916e-05,-5.924461e-05,7.645081e-05,185404000000000.0,21102680000000.0,0.8395919,3.515605e-05,-1.055923e-06,-3.486323e-05,-8.819406e-07,3.042957e-05,-6.913939e-05,-5.642725e-05,7.283736e-05,120238700000000.0,12999440000000.0,0.5354199,2.663586e-05,-7.279089e-07,-2.630637e-05,-6.337276e-07,2.300944e-05,-5.227352e-05,-4.263024e-05,5.507678e-05,3889725000000.0,200300000000000.0,3.961454,135000000000000.0,-3.46302
1073,0.9466,5.293374,6.062523000000007,3164.813,293.2217,337.567,163.8325,115.7661,-197.8264,46807550000000.0,44693040000000.0,4238348000000.0,0.586467,2.756715e-06,-8.415154e-07,-3.516649e-06,-7.936418e-07,1.723079e-06,-6.209101e-06,-5.220157e-06,5.090519e-06,43251330000000.0,3804233000000.0,0.5163367,2.613139e-06,-7.769059e-07,-3.312354e-06,-7.318979e-07,1.652936e-06,-5.864557e-06,-4.927006e-06,4.84438e-06,30372040000000.0,2497543000000.0,0.339422,2.104839e-06,-5.735979e-07,-2.614826e-06,-5.38423e-07,1.380178e-06,-4.67053e-06,-3.915016e-06,3.949066e-06,1261238000000.0,145700000000000.0,1.532942,38000000000000.0,-1.29591
1076,0.9492,6.947899,7.067383000000001,3154.402,384.4006,393.9713,-297.6609,-69.65745,232.0801,77275710000000.0,49018170000000.0,5934743000000.0,0.5888984,5.52348e-06,2.477175e-06,-2.908684e-06,2.534606e-06,7.584258e-06,-8.277922e-06,-6.30672e-06,1.437825e-05,27488620000000.0,3380541000000.0,0.444815,4.111098e-06,1.789912e-06,-2.21786e-06,1.83175e-06,5.588169e-06,-6.21411e-06,-4.746673e-06,1.064334e-05,11822030000000.0,961356400000.0,0.2479697,1.765372e-06,7.413144e-07,-9.792512e-07,7.588377e-07,2.370923e-06,-2.695283e-06,-2.065004e-06,4.540935e-06,1505348000000.0,57420000000000.0,1.555902,15200000000000.0,-1.19462
1077,0.9496,6.890333,7.0510520000000065,3156.334,381.418,393.2443,-504.0398,372.2452,279.5667,36138890000000.0,33351580000000.0,2962764000000.0,0.518433,1.539957e-06,1.660271e-06,1.500913e-07,1.67742e-06,3.097916e-06,-1.346074e-06,-7.984461e-07,5.006573e-06,31909870000000.0,2656718000000.0,0.4671738,1.453432e-06,1.535093e-06,1.099268e-07,1.55115e-06,2.891512e-06,-1.302135e-06,-7.852489e-07,4.692663e-06,18069440000000.0,1356821000000.0,0.2843954,1.009259e-06,9.722657e-07,-1.682793e-08,9.82972e-07,1.912632e-06,-9.972424e-07,-6.382165e-07,3.162455e-06,1092598000000.0,75250000000000.0,1.111476,14230000000000.0,-0.9010979
1078,0.9462,5.347885,5.978251000000002,3164.253,296.2064,332.8108,116.7947,-53.19576,256.6637,119662000000000.0,105244900000000.0,12447540000000.0,0.7617624,1.413059e-05,-2.170088e-06,-1.581247e-05,-2.004509e-06,1.073244e-05,-2.960802e-05,-2.451575e-05,2.787254e-05,96017950000000.0,11219990000000.0,0.6735396,1.346665e-05,-2.017596e-06,-1.501606e-05,-1.862891e-06,1.026898e-05,-2.816328e-05,-2.33093e-05,2.659868e-05,74488400000000.0,7729711000000.0,0.4592724,1.115811e-05,-1.544183e-06,-1.23059e-05,-1.424999e-06,8.607928e-06,-2.319894e-05,-1.917423e-05,2.212356e-05,2361696000000.0,202700000000000.0,2.755553,95030000000000.0,-2.38095
1079,0.9481,5.013735,6.417489000000002,3167.445,277.8807,357.6334,-267.7803,62.9808,-34.77261,29410900000000.0,26527480000000.0,2120952000000.0,0.4802753,1.062946e-06,7.679267e-07,-2.713189e-07,7.822249e-07,1.760672e-06,-1.304695e-06,-9.263191e-07,3.073016e-06,24316860000000.0,1888491000000.0,0.4270614,9.9782e-07,7.024508e-07,-2.730118e-07,7.157642e-07,1.634019e-06,-1.243067e-06,-8.87841e-07,2.865768e-06,15954930000000.0,1131498000000.0,0.2738326,7.374968e-07,4.685088e-07,-2.521163e-07,4.780004e-07,1.15591e-06,-9.690731e-07,-7.064158e-07,2.065706e-06,886283200000.0,129800000000000.0,1.167827,25790000000000.0,-0.963963
1080,0.9496,5.81509,6.563994000000003,3166.666,322.5009,366.2641,-195.6226,-7.38564,171.7897,48729830000000.0,35081630000000.0,3492357000000.0,0.527496,2.224821e-06,8.477721e-07,-1.32217e-06,8.778154e-07,2.918202e-06,-3.48711e-06,-2.6933e-06,5.655699e-06,32582670000000.0,3060616000000.0,0.4703629,2.06314e-06,7.673774e-07,-1.244603e-06,7.949616e-07,2.686461e-06,-3.252202e-06,-2.515993e-06,5.224554e-06,22779030000000.0,1800526000000.0,0.3082787,1.487218e-06,5.05993e-07,-9.435786e-07,5.250868e-07,1.886835e-06,-2.390729e-06,-1.859784e-06,3.715091e-06,1069990000000.0,138300000000000.0,1.448794,34090000000000.0,-1.20582
1081,0.9466,4.940482,6.199507000000006,3165.845,273.662,345.1757,-63.91514,215.5826,398.0557,35081630000000.0,31813760000000.0,2853754000000.0,0.5263982,1.530074e-06,7.143939e-09,-1.483371e-06,3.261481e-08,1.436662e-06,-2.975812e-06,-2.428628e-06,3.315595e-06,29603130000000.0,2478748000000.0,0.4592077,1.417643e-06,6.441157e-09,-1.374357e-06,2.985793e-08,1.330319e-06,-2.757108e-06,-2.250081e-06,3.070864e-06,20568410000000.0,1442596000000.0,0.2980541,1.028859e-06,4.27614e-09,-9.97351e-07,2.079679e-08,9.635402e-07,-2.000832e-06,-1.632722e-06,2.225917e-06,990998500000.0,121700000000000.0,1.2726,26350000000000.0,-1.04
1082,0.9511,5.719415,6.666161000000003,3169.809,317.4738,372.3227,-77.98479,-58.85424,2.890776,29026450000000.0,28161420000000.0,2157736000000.0,0.4892557,9.79315e-07,2.346969e-07,-7.205077e-07,2.506173e-07,1.151023e-06,-1.67435e-06,-1.32497e-06,2.356058e-06,26335250000000.0,1955389000000.0,0.436964,9.261365e-07,2.165626e-07,-6.866913e-07,2.315326e-07,1.082857e-06,-1.588737e-06,-1.258301e-06,2.222315e-06,18357790000000.0,1246720000000.0,0.2880651,7.093755e-07,1.519116e-07,-5.396923e-07,1.631202e-07,8.146299e-07,-1.230611e-06,-9.77431e-07,1.686976e-06,908205800000.0,97650000000000.0,1.031669,17140000000000.0,-0.8725211
1084,0.9565,6.121974,5.199044000000006,3189.673,342.1151,291.894,57.46722,-532.1539,50.81812,31813760000000.0,26719710000000.0,2442131000000.0,0.4799826,1.280412e-06,-1.647258e-08,-1.264224e-06,5.225896e-09,1.180958e-06,-2.513565e-06,-2.055583e-06,2.753913e-06,24509090000000.0,2163643000000.0,0.4279704,1.198273e-06,-1.504559e-08,-1.182605e-06,5.126392e-09,1.105122e-06,-2.351775e-06,-1.923138e-06,2.576925e-06,17684990000000.0,1318748000000.0,0.2822963,8.914152e-07,-1.021224e-08,-8.78335e-07,4.385539e-09,8.217494e-07,-1.748032e-06,-1.429055e-06,1.915909e-06,865718600000.0,162200000000000.0,1.260319,34780000000000.0,-1.04049
1085,0.9519,5.573089,6.809799000000003,3171.599,309.474,380.5391,-46.3602,171.4592,-152.4238,42001850000000.0,36138890000000.0,3454255000000.0,0.5314587,1.990582e-06,2.148998e-07,-1.723644e-06,2.4578e-07,2.070236e-06,-3.663401e-06,-2.952005e-06,4.514178e-06,32967120000000.0,3048344000000.0,0.4710454,1.859606e-06,1.958095e-07,-1.614955e-06,2.244222e-07,1.928316e-06,-3.427072e-06,-2.76241e-06,4.211061e-06,20376180000000.0,1711636000000.0,0.2963896,1.313133e-06,1.253596e-07,-1.15259e-06,1.448417e-07,1.346439e-06,-2.432162e-06,-1.962596e-06,2.957166e-06,1128618000000.0,119100000000000.0,1.323576,26820000000000.0,-1.104452
1086,0.9523,5.091362,5.8133989999999995,3181.486,283.4566,325.1983,-23.84546,243.7253,234.979,47576460000000.0,19607270000000.0,2125259000000.0,0.433739,1.40732e-06,-7.318978e-08,-1.443328e-06,-4.929718e-08,1.241502e-06,-2.816035e-06,-2.312713e-06,2.968451e-06,18069440000000.0,1759439000000.0,0.3878435,1.230813e-06,-6.299954e-08,-1.261185e-06,-4.221377e-08,1.086448e-06,-2.461718e-06,-2.02149e-06,2.596615e-06,12206490000000.0,833767000000.0,0.25008,7.251597e-07,-3.467898e-08,-7.403275e-07,-2.272531e-08,6.416042e-07,-1.447629e-06,-1.188171e-06,1.530859e-06,698803100000.0,87430000000000.0,1.238987,18430000000000.0,-0.9766
1088,0.9561,6.722803,6.282471000000004,3179.409,374.7776,352.4489,-204.2655,-123.459,277.0194,43635790000000.0,40367910000000.0,3927758000000.0,0.5563119,2.365462e-06,9.485539e-07,-1.358858e-06,9.796966e-07,3.148676e-06,-3.660713e-06,-2.816589e-06,6.059587e-06,38926200000000.0,3581546000000.0,0.4974437,2.272357e-06,8.918459e-07,-1.32451e-06,9.215302e-07,3.004616e-06,-3.535747e-06,-2.724778e-06,5.80055e-06,28161420000000.0,2352709000000.0,0.3298057,1.855117e-06,6.672558e-07,-1.141291e-06,6.906397e-07,2.38934e-06,-2.946452e-06,-2.284134e-06,4.67043e-06,1191257000000.0,139700000000000.0,1.407769,33460000000000.0,-1.197
1090,0.955,5.043769,6.837580000000005,3182.363,280.8705,383.0742,-67.40753,20.39113,-18.79634,34793290000000.0,21433440000000.0,1902231000000.0,0.447795,1.22977e-06,2.304133e-07,-9.688222e-07,2.506811e-07,1.381208e-06,-2.166799e-06,-1.727976e-06,2.893964e-06,20856750000000.0,1680886000000.0,0.4081671,1.144825e-06,2.110886e-07,-9.052355e-07,2.298758e-07,1.282138e-06,-2.020463e-06,-1.611925e-06,2.690271e-06,15474360000000.0,909498300000.0,0.2693407,7.654519e-07,1.319566e-07,-6.142088e-07,1.442744e-07,8.473057e-07,-1.359867e-06,-1.086633e-06,1.788411e-06,725736200000.0,70640000000000.0,1.054212,12670000000000.0,-0.8336705
1092,0.9527,6.071984,6.9395880000000005,3170.265,337.2358,388.044,-211.954,-2.27693,-57.52305,35754430000000.0,32774900000000.0,3045248000000.0,0.5143586,1.703615e-06,8.61671e-07,-8.013941e-07,8.843089e-07,2.448602e-06,-2.458309e-06,-1.851067e-06,4.54746e-06,30852620000000.0,2743086000000.0,0.4620968,1.613508e-06,7.98985e-07,-7.759578e-07,8.202611e-07,2.301452e-06,-2.345229e-06,-1.770054e-06,4.289021e-06,21914010000000.0,1642928000000.0,0.3028281,1.196943e-06,5.44556e-07,-6.232615e-07,5.598059e-07,1.657416e-06,-1.787372e-06,-1.360523e-06,3.130948e-06,1016350000000.0,107100000000000.0,1.24632,22710000000000.0,-1.01772
1093,0.963,5.795516,4.982284999999997,3209.205,325.7254,281.2066,369.2224,-495.6725,140.7403,203665700000000.0,76506800000000.0,7832772000000.0,0.6806361,1.351626e-05,-5.909942e-06,-1.896101e-05,-5.684645e-06,6.549927e-06,-3.21928e-05,-2.73159e-05,2.29432e-05,67664300000000.0,6653706000000.0,0.5964149,1.131974e-05,-4.92525e-06,-1.585518e-05,-4.736768e-06,5.50911e-06,-2.693665e-05,-2.285224e-05,1.923797e-05,42097960000000.0,3467409000000.0,0.3751381,6.392008e-06,-2.607643e-06,-8.77534e-06,-2.505515e-06,3.270808e-06,-1.503242e-05,-1.272477e-05,1.101607e-05,1988412000000.0,120700000000000.0,2.308684,47410000000000.0,-2.151
1094,0.9634,5.404534,6.717937,3203.034,303.0316,378.9713,89.89578,89.95297,310.0515,45365840000000.0,42194080000000.0,3653706000000.0,0.5589644,2.194677e-06,-6.459734e-07,-2.778103e-06,-6.066364e-07,1.401328e-06,-4.921423e-06,-4.134808e-06,4.086312e-06,39214540000000.0,3212524000000.0,0.4969636,2.052526e-06,-5.913461e-07,-2.585151e-06,-5.547861e-07,1.322618e-06,-4.589631e-06,-3.853898e-06,3.833312e-06,22682920000000.0,1619236000000.0,0.3047971,1.355632e-06,-3.581225e-07,-1.674311e-06,-3.346536e-07,9.038309e-07,-2.998168e-06,-2.512033e-06,2.560945e-06,1272995000000.0,79090000000000.0,1.310928,17640000000000.0,-1.06722
1095,0.958,6.823177,6.411998999999999,3182.469,380.7922,360.1971,-174.1497,-212.9645,195.1612,45173610000000.0,37003920000000.0,3508171000000.0,0.5363619,2.08179e-06,8.323336e-07,-1.198735e-06,8.608051e-07,2.771091e-06,-3.224733e-06,-2.481992e-06,5.333575e-06,34697180000000.0,3161186000000.0,0.4786427,1.973105e-06,7.695309e-07,-1.155267e-06,7.962838e-07,2.606319e-06,-3.075477e-06,-2.371444e-06,5.034622e-06,26623600000000.0,2072715000000.0,0.3230143,1.556665e-06,5.563419e-07,-9.615071e-07,5.767407e-07,2.003176e-06,-2.476396e-06,-1.92074e-06,3.917751e-06,1081254000000.0,140200000000000.0,1.372564,32740000000000.0,-1.177
1096,0.9596,4.865867,6.8707820000000055,3194.895,271.982,386.3643,-257.2728,235.036,44.08921,40367910000000.0,33639920000000.0,3269787000000.0,0.5173821,1.837727e-06,1.016928e-06,-7.782863e-07,1.041593e-06,2.730828e-06,-2.56575e-06,-1.910881e-06,4.996907e-06,30179820000000.0,2801179000000.0,0.4563975,1.689183e-06,9.134381e-07,-7.364738e-07,9.359177e-07,2.488179e-06,-2.379442e-06,-1.777449e-06,4.570756e-06,17684990000000.0,1328519000000.0,0.2810404,1.081483e-06,5.342143e-07,-5.21593e-07,5.480759e-07,1.540707e-06,-1.573452e-06,-1.187871e-06,2.873139e-06,1073114000000.0,71900000000000.0,1.16408,14240000000000.0,-0.928521
