,RADeg,decDeg,z,fluxmJy_1.4GHz,fluxmJy_30GHz,fluxmJy_90GHz,fluxmJy_148GHz,fluxmJy_219GHz,fluxmJy_277GHz,fluxmJy_350GHz
77,24.869176,6.4221629999999985,0.2684,0.361831,0.0316428,0.0129492,0.00866346,0.00632294,0.00523742,0.00434269
78,24.86026,6.459926999999997,0.2684,0.524176,0.0409555,0.0169692,0.0113984,0.00833098,0.00690347,0.00572528
79,24.863238,6.381160999999995,0.2684,0.218412,0.017715,0.00734436,0.00493329,0.00360571,0.00298787,0.00247794
80,24.871095,6.422724000000002,0.2684,0.188267,0.0152434,0.0063257,0.00424907,0.00310561,0.00257347,0.00213427
81,25.482076,7.137137000000004,0.2701,1.05403,0.0893279,0.0370578,0.0248922,0.0181936,0.0150761,0.0125031
82,26.488022,5.208663,0.2704,0.161772,0.014634,0.00582341,0.00387089,0.00282092,0.00233611,0.00193694
83,25.34279,5.695593999999997,0.2756,0.773462,0.068205,0.0276629,0.0185099,0.0135177,0.0111999,0.00928806
84,25.728143,6.126278000000003,0.2746,0.56288,0.0483072,0.0200588,0.0134738,0.00984788,0.00816045,0.00676774
85,25.365284,5.596736000000003,0.2757,0.507382,0.042933,0.0177954,0.0119533,0.00873659,0.00723958,0.00600403
86,25.367352,5.604828000000002,0.2757,0.126635,0.0139374,0.00450161,0.00284615,0.00204398,0.00168716,0.00139696
87,25.376195000000003,5.575919000000004,0.2757,0.132322,0.0117996,0.00476952,0.00317456,0.00231227,0.00191422,0.00158677
89,25.638607,4.990175,0.2792,1.27619,0.115428,0.0412368,0.0271558,0.0197602,0.0163607,0.0135642
90,25.475288,5.264681000000001,0.2792,0.278336,0.0238633,0.00979305,0.00657172,0.00480237,0.00397937,0.0033002
91,25.474495,5.287344999999999,0.2792,0.105395,0.00899775,0.00373601,0.00250953,0.0018342,0.00151991,0.00126051
92,25.453525,5.249566999999997,0.2792,0.229228,0.019765,0.00817252,0.00548843,0.00401136,0.00332401,0.00275671
94,25.510922,5.151681999999995,0.2833,0.488412,0.0439128,0.0176105,0.011715,0.00853818,0.00707083,0.00586263
95,25.536426,5.119808999999995,0.2833,0.41651,0.0357527,0.0148402,0.00996835,0.0072858,0.00603738,0.00500701
96,25.524752,5.1494580000000045,0.2833,0.312479,0.0259083,0.0107211,0.0072012,0.0052633,0.00436143,0.00361708
97,25.528849,5.161917999999998,0.2833,0.402282,0.028197,0.0115971,0.00778974,0.00569347,0.00471789,0.00391271
98,25.168152000000003,4.966311000000002,0.2841,0.835764,0.0709716,0.0292777,0.0196633,0.0143717,0.0119091,0.00987659
99,26.525491,4.982860999999998,0.2859,1.28505,0.110528,0.0458951,0.0308284,0.0225323,0.0186714,0.0154848
100,25.340522,5.089614000000002,0.2847,0.844007,0.103701,0.092195,0.0907035,0.0844703,0.0778163,0.0691804
101,25.338571,5.092733000000006,0.2847,0.615584,0.142583,0.112309,0.0801631,0.0530859,0.0388255,0.0271408
102,25.339447,5.093396999999999,0.2847,0.0813793,0.0100062,0.00552141,0.00359238,0.00233531,0.00175584,0.00131353
103,26.03304,5.079776999999998,0.2844,0.281148,0.0241292,0.00999549,0.00671336,0.00490668,0.00406592,0.003372
104,26.69544,5.066358000000004,0.2881,0.201187,0.0171963,0.00713487,0.00479256,0.00350285,0.00290264,0.00240725
105,25.475744,6.241087000000004,0.2872,0.624847,0.0589037,0.0221664,0.0147581,0.0107742,0.00892697,0.00740323
106,25.470821,6.229784999999996,0.2872,0.121383,0.0103032,0.00424906,0.00285367,0.0020857,0.00172832,0.00143335
107,25.474823,6.241692999999996,0.2872,0.572401,0.0488224,0.0202584,0.0136078,0.00994588,0.00824166,0.00683509
110,26.774336,5.228407000000004,0.2882,9.00297,0.769333,0.314477,0.211034,0.154221,0.127793,0.105983
111,26.770302000000004,5.231329999999997,0.2882,0.165693,0.0142303,0.00590488,0.00396633,0.00289896,0.00240223,0.00199225
112,25.242888,6.791542000000001,0.2906,0.259598,0.0224699,0.00924299,0.00620671,0.00453634,0.00375904,0.0031175
113,25.25648,6.767327000000002,0.2906,0.107253,0.00895509,0.00369939,0.0024848,0.00181612,0.00150493,0.00124809
114,27.114487,6.099034,0.2926,0.124397,0.0106497,0.00442155,0.00297002,0.00217077,0.00179881,0.00149181
115,26.245522,5.631467999999996,0.2917,0.128247,0.0111267,0.00455374,0.00305596,0.00223331,0.00185061,0.00153477
116,26.262008,5.634505999999999,0.2917,3.17196,0.271024,0.112356,0.0754677,0.0551586,0.0457072,0.0379065
117,25.662782,6.395076000000005,0.2934,0.723097,0.0624059,0.0255914,0.0171585,0.0125348,0.0103858,0.0086129
118,25.650307,6.384815000000003,0.2934,0.0842432,0.00760357,0.00300922,0.00200985,0.00146765,0.00121603,0.00100846
119,25.660562,6.3875649999999995,0.2934,0.762855,0.0649197,0.0268726,0.0180499,0.0131925,0.010932,0.00906625
121,25.671878,4.890706999999998,0.2957,0.388732,0.0350766,0.0140919,0.00935554,0.00681165,0.00563936,0.00467509
122,25.710160000000002,4.895367000000002,0.2957,0.157831,0.0139681,0.00568628,0.00378876,0.00275919,0.00228372,0.0018927
123,25.650203,4.895898000000002,0.2957,1.47595,0.274858,0.514231,0.691367,0.806194,0.844064,0.848699
124,25.506104,5.8103210000000045,0.2959,0.113714,0.00965519,0.00372433,0.00248796,0.00181682,0.00150532,0.00124836
126,25.193829,5.3225089999999975,0.2954,0.12389,0.0105745,0.00437918,0.00294151,0.00214993,0.00178154,0.00147749
127,25.17695,5.290936,0.2954,0.0809885,0.0119657,0.00450138,0.00252704,0.00160972,0.00125282,0.00099446
128,24.909422,4.8461000000000025,0.2942,0.292579,0.0249149,0.0103248,0.00693524,0.00506892,0.00420037,0.0034835
129,24.976494,6.758540000000003,0.2952,0.672103,0.067618,0.0246368,0.0160116,0.011601,0.00959671,0.00795382
132,25.421335,6.571822000000002,0.2964,0.46471,0.040033,0.0163475,0.0109642,0.00801132,0.00663827,0.00550525
133,25.416967,6.5923350000000065,0.2964,1.13909,0.0980754,0.0407197,0.027352,0.0199914,0.0165659,0.0137386
135,25.12629,5.812902999999998,0.2967,0.381903,0.0339776,0.0135709,0.00908465,0.00663678,0.00549928,0.00456067
136,25.114726,5.804098999999995,0.2967,0.857221,0.0753806,0.0305023,0.0204562,0.0149488,0.0123872,0.0102731
137,25.113933,5.798442999999996,0.2967,2.86729,0.249569,0.102751,0.0688584,0.0502926,0.0416683,0.0345546
138,25.505088,5.883018999999994,0.2967,2.53492,0.219298,0.0906769,0.0608749,0.0444888,0.0368652,0.0305735
139,25.498616,5.882652000000006,0.2967,0.078915,0.0129994,0.00379022,0.00204202,0.00133385,0.00106509,0.000865599
141,24.87012,6.631335000000006,0.2981,0.244297,0.0203573,0.00843555,0.00566625,0.00414142,0.00343179,0.0028461
142,25.090599,6.563058000000004,0.2994,0.252162,0.0210973,0.00871219,0.0058519,0.00427711,0.00354423,0.00293935
143,25.067694,6.564419999999996,0.2994,0.07187,0.00584453,0.00239649,0.00160955,0.0011764,0.000974824,0.000808455
144,25.069832,6.568039000000005,0.2994,0.182115,0.0154603,0.00641532,0.00430924,0.0031496,0.00260992,0.00216449
145,25.426269,6.473481999999994,0.3001,0.215073,0.0184945,0.00767886,0.005158,0.00376995,0.00312397,0.00259081
146,25.423845,6.475029999999996,0.3001,0.431367,0.0369756,0.015321,0.0102904,0.0075211,0.00623235,0.0051687
147,26.498234,4.929754999999997,0.3021,0.3052,0.0256352,0.0106351,0.00714376,0.00522132,0.00432665,0.00358824
148,26.551149000000002,4.920712000000003,0.3021,0.066057,0.00562614,0.00233533,0.00156867,0.00114653,0.000950073,0.000787928
149,26.156598,5.406508000000003,0.3008,0.102073,0.0470566,0.057581,0.0481758,0.0352531,0.0269201,0.0192696
151,27.177589,7.080321000000002,0.2999,0.563321,0.0566208,0.0210145,0.0135701,0.0097907,0.00808842,0.00669931
152,26.278531,5.402296999999994,0.3018,0.0958486,0.00825077,0.00342463,0.00230037,0.00168132,0.00139323,0.00115545
156,26.098408,6.144419999999996,0.3035,0.952589,0.0842375,0.0333567,0.0222872,0.0162728,0.0134822,0.0111806
157,25.899608,6.033584000000006,0.3045,0.118572,0.0101703,0.0042228,0.00283652,0.00207319,0.00171795,0.00142475
158,25.912023,6.040981999999996,0.3045,0.546445,0.0496319,0.0180415,0.0119637,0.00872464,0.00722727,0.00599319
159,25.867889,6.071786999999996,0.3045,0.0657229,0.00562628,0.00233619,0.00156925,0.00114696,0.000950426,0.000788221
162,26.827534000000004,6.941005000000005,0.3073,0.0631364,0.00538541,0.00221277,0.00148552,0.00108568,0.000899637,0.000746098
163,25.115295,4.832200000000002,0.3202,0.094315,0.00761598,0.00312979,0.00210171,0.00153608,0.00127287,0.00105563
164,25.093338,4.817319000000002,0.3202,0.773133,0.0663128,0.027272,0.0183126,0.0133841,0.0110908,0.00919793
166,25.220051,6.8449900000000055,0.3258,0.322078,0.0273125,0.0109889,0.00736685,0.0053828,0.00446028,0.00369902
167,25.229479,6.869153999999994,0.3258,0.0838121,0.007457,0.00296554,0.00198637,0.00145136,0.00120264,0.00099738
168,26.624889,7.0944409999999944,0.3306,0.587528,0.0505105,0.020971,0.0140865,0.0102957,0.00853156,0.00707551
169,26.393472,6.178180000000002,0.3283,0.258168,0.0201005,0.00830996,0.00558177,0.00407968,0.00338063,0.00280367
170,26.373027,6.191878999999997,0.3283,0.145798,0.0124174,0.00507907,0.00341094,0.00249301,0.00206583,0.00171327
189,26.068396,6.045296000000006,0.3359,0.123246,0.0105906,0.00438612,0.00294613,0.0021533,0.00178433,0.00147981
190,26.069445000000005,6.024408999999999,0.3359,0.133944,0.0113949,0.00473101,0.00317788,0.00232269,0.0019247,0.00159622
200,26.412395,6.324113999999996,0.3364,0.485535,0.039344,0.0162374,0.010906,0.00797109,0.00660525,0.00547796
201,25.982425,5.865099000000002,0.3377,0.602693,0.0516578,0.0214251,0.0143913,0.0105185,0.00871618,0.00722862
204,25.098535,5.374250999999999,0.3433,0.0798166,0.00688082,0.00285235,0.00191584,0.00140027,0.00116033,0.000962303
207,26.895478,5.108850999999999,0.3443,1.77746,0.149407,0.0619736,0.0416282,0.0304258,0.0252124,0.0209095
208,26.88016,5.080570000000004,0.3443,0.867095,0.0749662,0.0292274,0.0196036,0.0143269,0.0118719,0.00984579
209,26.887243,5.101237999999998,0.3443,0.0500449,0.00635732,0.00275004,0.0016203,0.00104365,0.00081017,0.000639558
210,25.703099,5.699598000000003,0.3427,0.380186,0.0400363,0.0149979,0.00944662,0.00669695,0.00549578,0.00453404
211,25.684873,5.724400999999998,0.3427,2.43196,0.201741,0.0833506,0.0559864,0.0409201,0.0339085,0.0281214
217,25.843572,6.166415999999999,0.3494,6.33107,0.542127,0.224854,0.151036,0.110391,0.0914755,0.0758637
218,25.843953,6.168688000000001,0.3494,0.338856,0.0267903,0.0111155,0.0074664,0.00545714,0.00452207,0.0037503
219,25.859122,6.163894000000002,0.3494,0.117563,0.0099095,0.00410553,0.00275764,0.00201554,0.00167018,0.00138513
223,25.144342,6.994989000000005,0.3544,0.109182,0.00976065,0.00387093,0.00257375,0.0018749,0.0015523,0.00128685
224,25.907195,6.075141000000001,0.3556,0.228363,0.0385956,0.0199023,0.0114784,0.00675612,0.0048476,0.0035225
225,25.911566,6.083032999999999,0.3556,0.0545853,0.00463576,0.00192375,0.0012922,0.000944462,0.000782629,0.000649061
226,25.701808,6.6499779999999955,0.3586,0.0687614,0.00590362,0.00245141,0.00164665,0.00120353,0.000997302,0.000827096
227,25.725181,6.6725689999999975,0.3586,0.0841953,0.00834394,0.00307947,0.00200528,0.00145283,0.00120167,0.000995864
228,27.149835,7.039275999999995,0.3588,0.0995837,0.00868688,0.00357846,0.0023946,0.00174706,0.00144682,0.00119948
232,26.397124,7.161297000000001,0.3709,0.0758527,0.0112088,0.00573873,0.00339836,0.00206513,0.00151438,0.00112373
234,24.969778,7.149878000000002,0.3731,1.93783,0.160935,0.0667133,0.0448122,0.0327529,0.0271407,0.0225087
235,24.97805,7.150879999999995,0.3731,0.200377,0.0161817,0.00665946,0.00447245,0.00326883,0.00270872,0.00224643
236,24.973542,7.158125999999995,0.3731,0.176601,0.0151771,0.00630206,0.00423318,0.00309401,0.00256385,0.00212629
240,26.713252,7.184641000000004,0.3874,0.104475,0.0087226,0.00362164,0.00243271,0.00177805,0.00147338,0.00122193
241,25.755144,6.856492000000002,0.3913,0.410427,0.0470203,0.0158805,0.00967978,0.00674322,0.00549484,0.00451174
242,25.228292,5.3694060000000015,0.3948,0.0942251,0.00798386,0.00331482,0.00222661,0.00162742,0.00134856,0.00111841
243,25.083748,5.202579000000002,0.3956,0.791986,0.0677215,0.0281182,0.0188874,0.0138047,0.0114393,0.00948698
244,24.8836,5.741974000000005,0.3971,0.186664,0.0160559,0.00666703,0.00447834,0.00327319,0.00271233,0.00224943
245,24.908556,5.724351999999995,0.3971,0.216531,0.0184318,0.00762128,0.00511911,0.00374152,0.00310041,0.00257128
246,24.916389,5.729891000000001,0.3971,0.151984,0.0130808,0.00543057,0.00364778,0.00266614,0.0022093,0.00183224
247,24.887415,5.737446000000002,0.3971,0.302303,0.0253504,0.0105061,0.00705689,0.00515782,0.00427403,0.0035446
250,25.561235,5.176997999999996,0.3993,1.31731,0.113426,0.0470872,0.031629,0.0231174,0.0191563,0.0158869
251,26.019569,4.976865000000004,0.4097,0.0894869,0.00769945,0.00319705,0.00214751,0.0015696,0.00130065,0.00107867
252,26.010779,4.975693000000001,0.4097,0.111845,0.00920474,0.00382052,0.0025663,0.00187569,0.00155429,0.00128903
253,26.025725,4.977019000000002,0.4097,0.11147,0.00825252,0.00341375,0.00229304,0.00167597,0.00138879,0.00115177
255,25.884906000000004,5.7095980000000015,0.4111,0.0822706,0.00781255,0.00298478,0.00197101,0.00143534,0.0011887,0.000985646
256,25.690744,5.453308999999997,0.4141,0.112573,0.00943898,0.00391574,0.00263024,0.00192243,0.00159302,0.00132115
257,25.161729,5.392913,0.4191,0.382937,0.0329845,0.013678,0.009187,0.00671465,0.00556409,0.00461449
258,25.159115,5.391972999999998,0.4191,0.515912,0.0389189,0.0157579,0.0105768,0.00772993,0.00640536,0.00531217
259,25.161594,5.391077000000005,0.4191,1.71457,0.144452,0.0599654,0.0402796,0.0294401,0.0243956,0.0202321
260,26.870406,5.2916900000000044,0.4208,0.199956,0.0167334,0.0069477,0.00466687,0.00341099,0.00282652,0.00234412
261,26.878163,5.283350999999995,0.4208,1.6405,0.143143,0.0571414,0.0382507,0.027941,0.0231513,0.0191997
262,25.406001000000003,5.208108000000006,0.4232,0.37096,0.0373712,0.0154741,0.00975263,0.00679925,0.00552328,0.00452208
263,25.386426,5.179577000000003,0.4232,0.0739722,0.00636582,0.00263836,0.00177219,0.00129528,0.00107333,0.000890151
264,25.627841,5.654138999999997,0.4242,0.327624,0.0277987,0.0115426,0.00775336,0.00566688,0.00469587,0.00389444
267,26.076886,5.497842999999997,0.4236,0.10357,0.0214791,0.0193201,0.0149403,0.0105005,0.00792018,0.00567238
268,26.081299,5.511960000000003,0.4236,0.138738,0.0199991,0.0181057,0.0165248,0.014096,0.0122081,0.0101533
269,26.097853,5.502327999999995,0.4236,0.0970798,0.00833342,0.00345436,0.00232031,0.0016959,0.00140531,0.00116547
270,26.078961,5.507250999999996,0.4236,0.26701,0.0478333,0.0239064,0.0134551,0.00779563,0.00556477,0.00403965
271,26.075816000000003,5.505377000000003,0.4236,0.0712436,0.00617662,0.00255291,0.00171204,0.00125061,0.00103617,0.000859277
272,26.079154,5.511307000000003,0.4236,0.232042,0.0291544,0.017144,0.0118736,0.00810564,0.00621033,0.00466335
273,26.07642,5.5047869999999985,0.4236,0.120171,0.0103286,0.0042887,0.00288078,0.00210554,0.00174476,0.00144699
274,25.892819,5.884502999999997,0.4224,0.273362,0.0254564,0.00957238,0.00634539,0.00462552,0.00383128,0.00317695
282,26.1013,5.004330999999995,0.4222,0.423059,0.0346046,0.0143021,0.00960673,0.00702149,0.00581837,0.00482537
283,26.088075,4.9988719999999995,0.4222,0.0589175,0.00508008,0.00209536,0.00140682,0.00102817,0.000851984,0.000706577
284,26.967705,5.524354000000002,0.422,0.0767532,0.00660078,0.00273774,0.00183896,0.00134408,0.00111377,0.00092369
287,25.033493,5.8831509999999945,0.4254,0.408607,0.0351366,0.0145794,0.00979314,0.00715774,0.00593127,0.004919
288,25.189284,6.847619999999997,0.4262,0.192486,0.0165285,0.00686311,0.00461005,0.00336945,0.0027921,0.00231558
289,25.194462,6.842460000000002,0.4262,0.0530188,0.0045509,0.00188947,0.00126918,0.000927639,0.000768689,0.000637499
290,25.179715,6.835755000000003,0.4262,0.48768,0.0414776,0.0172193,0.0115664,0.00845384,0.00700528,0.00580971
291,25.81715,6.519073000000001,0.4246,0.144626,0.0128845,0.00490661,0.00325141,0.00236789,0.0019606,0.00162544
292,25.826211,6.540494999999998,0.4246,0.172348,0.0156496,0.00623453,0.00413558,0.00301029,0.002492,0.00206579
293,25.499607,7.149444999999995,0.4254,1.30116,0.112227,0.0464938,0.031229,0.022825,0.0189139,0.015686
294,25.845498,6.312025999999998,0.4248,0.1825,0.0153698,0.00638205,0.00428691,0.00313328,0.00259639,0.00215328
295,25.837865,6.332948000000004,0.4248,0.127971,0.0122765,0.00481431,0.00312594,0.00225064,0.0018566,0.00153619
296,25.822736,6.336986999999994,0.4248,0.0727142,0.00644688,0.0025688,0.00172231,0.00125862,0.00104294,0.000864947
298,24.836993,6.480820000000002,0.4297,0.0643674,0.00485576,0.00189936,0.00127463,0.000931567,0.000771941,0.000640197
299,25.664012,5.767383999999997,0.4281,0.0800574,0.00674727,0.00278547,0.00187092,0.00136744,0.00113313,0.000939743
300,25.709897,5.7557789999999995,0.4281,0.291216,0.0247291,0.0102665,0.00689615,0.00504035,0.00417669,0.00346387
301,25.689567,5.763876999999997,0.4281,0.0564413,0.00485154,0.00200348,0.00134504,0.000982967,0.000814519,0.000675503
302,25.666195,5.754850999999994,0.4281,0.121894,0.0123122,0.00514742,0.00327221,0.00227841,0.00184313,0.00150124
303,25.104839,6.454021000000002,0.4283,0.228418,0.019757,0.00815916,0.00547774,0.00400331,0.00331731,0.00275115
304,25.08299,6.448934999999993,0.4283,0.143683,0.0120884,0.00496717,0.00333503,0.00243742,0.00201976,0.00167505
305,25.085691,6.447731999999995,0.4283,0.103299,0.0089118,0.00366556,0.00246166,0.00179919,0.0014909,0.00123645
306,25.195085,6.346226000000001,0.4305,0.325647,0.0278179,0.0115442,0.00775437,0.00566762,0.00469647,0.00389495
307,25.158368,6.585435,0.4281,0.163321,0.0138591,0.00575221,0.00386383,0.00282405,0.00234015,0.00194077
308,25.168695,6.590063000000004,0.4281,0.0704283,0.00705795,0.00257236,0.00166596,0.00120352,0.000994522,0.000823777
309,26.799528,5.1351260000000005,0.4322,0.130017,0.0140512,0.00501944,0.00314946,0.00223221,0.00183163,0.00151079
310,26.809398,5.122025000000004,0.4322,0.385539,0.0329744,0.0136902,0.00919591,0.00672123,0.00556955,0.00461902
313,26.156968,7.063948999999997,0.453,0.0584609,0.00509048,0.00207692,0.00138963,0.0010143,0.000840182,0.000696658
314,25.317626,7.029516999999994,0.4536,0.183748,0.015604,0.00641866,0.00430953,0.00314961,0.00260991,0.00216448
315,25.328278000000005,7.005056000000002,0.4536,0.12144,0.00922139,0.00380442,0.00255539,0.00186771,0.00154768,0.00128355
316,25.344591,7.025671000000003,0.4536,12.4174,1.05166,0.425354,0.285647,0.208776,0.173002,0.143477
317,24.825244,4.820390999999999,0.4551,0.0668418,0.00575953,0.00238359,0.00160097,0.00117014,0.000969633,0.00080415
318,24.83855,4.831857999999998,0.4551,0.781812,0.0666763,0.0276856,0.0185968,0.0135923,0.0112633,0.00934102
319,24.840597,4.818635000000002,0.4551,0.518798,0.043384,0.0179852,0.0120808,0.0088298,0.00731682,0.00606809
320,24.846238,4.849296999999997,0.4551,0.131613,0.0110379,0.00455625,0.00306026,0.00223671,0.00185345,0.00153713
321,24.847882,4.819137000000003,0.4551,0.0911943,0.00797683,0.00289719,0.00192941,0.00140857,0.00116705,0.000967838
322,24.905041,5.187184000000006,0.4593,0.0770987,0.00698334,0.0030529,0.00204344,0.00146452,0.00119428,0.000974297
323,24.893313,5.196136999999999,0.4593,0.0681988,0.00584616,0.00241954,0.00162516,0.00118782,0.000984284,0.0008163
326,26.443452,4.978243999999998,0.4623,0.064157,0.00521894,0.00215849,0.00144982,0.00105966,0.000878088,0.000728228
327,26.449244,4.982213999999997,0.4623,0.13929,0.0118575,0.00492321,0.00330699,0.00241706,0.0020029,0.00166107
328,25.885559,6.008976999999996,0.4645,0.216853,0.0186395,0.00773219,0.00519377,0.00379609,0.00314563,0.00260878
329,25.647884,5.900866000000004,0.464,0.41555,0.0357427,0.0148388,0.00996743,0.00728513,0.00603683,0.00500655
330,25.654021,5.876252999999997,0.464,0.203597,0.0172993,0.00717905,0.00482227,0.00352456,0.00292063,0.00242218
331,25.63865,5.899991000000004,0.464,0.585919,0.0525249,0.0214831,0.0142447,0.0103281,0.00852999,0.00705827
333,25.429725,6.560520999999998,0.4688,0.171247,0.0144159,0.0057608,0.00386034,0.00282049,0.00233709,0.0019382
334,26.615238,5.387498000000001,0.4733,0.12542,0.0104415,0.00433228,0.00291005,0.00212694,0.00176249,0.00146169
335,26.264642,5.539998000000003,0.4724,0.131429,0.0113006,0.00469131,0.00315122,0.0023032,0.00190855,0.00158283
336,26.27059,5.536450999999999,0.4724,0.0719568,0.00626381,0.00255878,0.00171714,0.00125491,0.00103987,0.000862401
337,25.283804,6.858026,0.4707,0.0915889,0.0078416,0.00325487,0.00218634,0.00159798,0.00132417,0.00109818
338,26.171581,5.634188000000001,0.4722,0.147657,0.0153939,0.0059741,0.00374489,0.00263848,0.00215966,0.00177902
339,26.17758,5.645199000000003,0.4722,0.346578,0.0297388,0.0123147,0.0082716,0.00604564,0.00500972,0.00415473
344,26.910186,5.493291,0.4748,0.113675,0.00979148,0.00406275,0.00272898,0.00199459,0.00165282,0.00137074
345,26.894643,5.49601,0.4748,0.0619257,0.00484487,0.00200247,0.00134506,0.000983092,0.00081464,0.000675608
346,26.900665000000004,5.494914000000005,0.4748,0.151562,0.0130319,0.00541136,0.00363489,0.00265672,0.00220149,0.00182577
347,25.543025,6.216968000000003,0.4742,0.0625401,0.00542943,0.00213391,0.00142864,0.00104373,0.000864843,0.000717234
