,z,RADeg,decDeg,comoving_pos_x_Mpc,comoving_pos_y_Mpc,comoving_pos_z_Mpc,pec_vel_x_km_s,pec_vel_y_km_s,pec_vel_z_km_s,Mfof,Mvir,Mgas_vir,Rvir,int_tSZ_in_Rvir,int_kSZ_in_Rvir,int_SZ_in_Rvir_148GHz,int_SZ_in_Rvir_219GHz,int_SZ_in_Rvir_277GHz,int_SZ_in_Rvir_30GHz,int_SZ_in_Rvir_90GHz,int_SZ_in_Rvir_350GHz,M200,Mgas_200,R200,int_tSZ_in_R200,int_kSZ_in_R200,int_SZ_in_R200_148GHz,int_SZ_in_R200_219GHz,int_SZ_in_R200_277GHz,int_SZ_in_R200_30GHz,int_SZ_in_R200_90GHz,int_SZ_in_R200_350GHz,M500,Mgas_500,R500,int_tSZ_in_R500,int_kSZ_in_R500,int_SZ_in_R500_148GHz,int_SZ_in_R500_219GHz,int_SZ_in_R500_277GHz,int_SZ_in_R500_30GHz,int_SZ_in_R500_90GHz,int_SZ_in_R500_350GHz,Mstar,rho_gas_c,T_c,P_c,Phi_c
314,0.5128,26.84787,6.690689000000005,1709.269,865.2068,224.7358,-18.66729,248.5876,-201.7517,58821810000000.0,29507020000000.0,2108153000000.0,0.616745,2.494289e-06,-5.55535e-07,-2.985163e-06,-5.085013e-07,1.784734e-06,-5.419639e-06,-4.527811e-06,4.847447e-06,26623600000000.0,1703438000000.0,0.5171393,2.24191e-06,-4.81301e-07,-2.664786e-06,-4.393245e-07,1.621204e-06,-4.852904e-06,-4.051229e-06,4.373508e-06,17781100000000.0,923605300000.0,0.3345845,1.547207e-06,-3.050304e-07,-1.811369e-06,-2.766024e-07,1.144218e-06,-3.321404e-06,-2.767988e-06,3.04274e-06,998222400000.0,32650000000000.0,0.9564416,5313000000000.0,-0.8401934
317,0.5185,26.48234,6.862793999999997,1731.064,862.4106,232.7649,-46.74116,382.7743,-323.6194,44981380000000.0,37003920000000.0,3571036000000.0,0.6626827,3.101335e-06,-6.975208e-07,-3.715348e-06,-6.419532e-07,2.201961e-06,-6.743937e-06,-5.633197e-06,6.004123e-06,32871010000000.0,2986829000000.0,0.5547062,2.80707e-06,-6.066791e-07,-3.337593e-06,-5.569157e-07,2.015942e-06,-6.078736e-06,-5.073245e-06,5.456392e-06,24605200000000.0,1932825000000.0,0.3737691,2.164075e-06,-4.279104e-07,-2.532227e-06,-3.90539e-07,1.590719e-06,-4.645337e-06,-3.869895e-06,4.241341e-06,1158593000000.0,113400000000000.0,1.322725,25520000000000.0,-1.11375
320,0.5199,25.7456,5.519850000000005,1750.41,844.1317,187.8,-95.96428,288.0519,-569.0477,39118420000000.0,32486550000000.0,2732762000000.0,0.6392563,2.210213e-06,1.006599e-07,-2.05562e-06,1.383506e-07,2.171099e-06,-4.212699e-06,-3.4223e-06,4.890106e-06,28834220000000.0,2229219000000.0,0.5293151,1.965555e-06,8.58415e-08,-1.831314e-06,1.190016e-07,1.925865e-06,-3.74951e-06,-3.046527e-06,4.343186e-06,21048980000000.0,1357214000000.0,0.3530269,1.452332e-06,5.78147e-08,-1.358008e-06,8.168373e-08,1.415246e-06,-2.775183e-06,-2.25561e-06,3.200163e-06,1061336000000.0,69510000000000.0,1.143224,13520000000000.0,-0.9395
321,0.5234,24.91028,7.131300000000002,1767.548,820.8542,243.8237,34.04176,31.39102,-82.05351,81120270000000.0,76506800000000.0,7792543000000.0,0.8373323,9.308838e-06,-5.424193e-07,-9.579563e-06,-4.060025e-07,8.078849e-06,-1.865756e-05,-1.532129e-05,1.945833e-05,74200060000000.0,6982604000000.0,0.7261537,8.870835e-06,-5.027604e-07,-9.113364e-06,-3.741695e-07,7.70841e-06,-1.776419e-05,-1.458445e-05,1.855016e-05,57380100000000.0,4745574000000.0,0.4901191,7.445903e-06,-3.900505e-07,-7.614018e-06,-2.858488e-07,6.490362e-06,-1.487517e-05,-1.2205e-05,1.558451e-05,1918025000000.0,96330000000000.0,1.793856,29400000000000.0,-1.552221
325,0.5264,27.09681,6.8196369999999975,1744.309,892.4853,234.3222,-255.5621,313.8603,24.60159,35369980000000.0,25854680000000.0,2464067000000.0,0.581958,2.593987e-06,4.825339e-07,-2.046345e-06,5.224653e-07,2.903295e-06,-4.573869e-06,-3.647313e-06,6.092531e-06,22202350000000.0,1773650000000.0,0.485807,2.13672e-06,3.889871e-07,-1.693835e-06,4.216152e-07,2.382162e-06,-3.775786e-06,-3.012485e-06,5.008745e-06,11629800000000.0,642725000000.0,0.2906413,1.090097e-06,1.868041e-07,-8.753915e-07,2.030478e-07,1.202369e-06,-1.937515e-06,-1.54798e-06,2.541689e-06,979892500000.0,20900000000000.0,1.118717,3978000000000.0,-0.694576
326,0.5264,25.73434,5.969087000000001,1768.471,852.4135,205.2684,-24.8964,469.9474,-459.0298,39118420000000.0,38157280000000.0,3303132000000.0,0.6710241,2.727864e-06,-9.234429e-07,-3.577341e-06,-8.732181e-07,1.627806e-06,-6.2439e-06,-5.26568e-06,4.970428e-06,35946660000000.0,2947820000000.0,0.5729357,2.584964e-06,-8.444344e-07,-3.358857e-06,-7.972094e-07,1.571905e-06,-5.885614e-06,-4.958562e-06,4.738699e-06,28834220000000.0,2110260000000.0,0.3895211,2.190253e-06,-6.525826e-07,-2.782027e-06,-6.134504e-07,1.391812e-06,-4.922725e-06,-4.13703e-06,4.073367e-06,1147771000000.0,145800000000000.0,1.321458,32780000000000.0,-1.15137
329,0.525,27.02,6.297681000000006,1743.433,889.0902,215.98,-184.6242,375.5877,-85.97332,42482420000000.0,25566340000000.0,2481079000000.0,0.5923166,2.154061e-06,1.976886e-08,-2.079997e-06,5.705375e-08,2.036882e-06,-4.181043e-06,-3.411204e-06,4.684506e-06,23355720000000.0,1942576000000.0,0.4942835,1.832444e-06,1.629503e-08,-1.769672e-06,4.77379e-08,1.731338e-06,-3.556982e-06,-2.902009e-06,3.983167e-06,16051050000000.0,1038918000000.0,0.3224962,1.199834e-06,9.815141e-09,-1.159062e-06,2.989662e-08,1.131128e-06,-2.329286e-06,-1.900285e-06,2.604679e-06,893543600000.0,66850000000000.0,1.14651,13040000000000.0,-0.9200474
330,0.528,26.98728,7.003762,1750.208,891.286,241.2898,-427.6662,524.4977,-276.193,36235000000000.0,33351580000000.0,2854668000000.0,0.6336165,2.324774e-06,1.05982e-06,-1.212296e-06,1.092836e-06,3.231376e-06,-3.477612e-06,-2.647525e-06,6.098525e-06,30852620000000.0,2507635000000.0,0.5398187,2.164873e-06,9.481025e-07,-1.167259e-06,9.784772e-07,2.969001e-06,-3.276631e-06,-2.503568e-06,5.638176e-06,24316860000000.0,1790444000000.0,0.3707999,1.799716e-06,7.201091e-07,-1.037516e-06,7.4461e-07,2.397542e-06,-2.79086e-06,-2.148034e-06,4.614982e-06,1046906000000.0,174000000000000.0,1.358947,40230000000000.0,-1.170623
331,0.529,26.41618,5.314046999999998,1767.277,877.9058,183.5472,-147.961,179.1103,-140.6084,32005980000000.0,19511160000000.0,1658798000000.0,0.5287429,1.582362e-06,2.93777e-07,-1.249834e-06,3.201442e-07,1.775647e-06,-2.79165e-06,-2.226956e-06,3.722904e-06,16051050000000.0,1179236000000.0,0.4371692,1.279287e-06,2.318942e-07,-1.015921e-06,2.530664e-07,1.42947e-06,-2.26242e-06,-1.80584e-06,3.003519e-06,10572550000000.0,499784500000.0,0.2800601,7.166814e-07,1.229083e-07,-5.759457e-07,1.3457e-07,7.931724e-07,-1.274248e-06,-1.018402e-06,1.674649e-06,780251100000.0,20320000000000.0,0.9360232,3236000000000.0,-0.613602
332,0.5308,26.65487,5.290539999999999,1768.451,887.6933,183.2328,-218.1861,294.7216,-125.0739,200974500000000.0,100823700000000.0,12066510000000.0,0.9137082,2.328927e-05,2.160834e-06,-2.042959e-05,2.407501e-06,2.353058e-05,-4.311674e-05,-3.476223e-05,5.196651e-05,71989440000000.0,7886269000000.0,0.7148262,1.755712e-05,1.581773e-06,-1.544382e-05,1.76286e-06,1.767636e-05,-3.254678e-05,-2.624703e-05,3.910523e-05,36042770000000.0,2832604000000.0,0.4186484,8.719942e-06,7.368593e-07,-7.713507e-06,8.209831e-07,8.71199e-06,-1.620761e-05,-1.307694e-05,1.934512e-05,2932960000000.0,37970000000000.0,2.173343,14040000000000.0,-1.832
333,0.5297,26.12522,5.679646000000003,1772.82,869.4633,196.3781,-230.2925,129.3957,-467.8486,48441490000000.0,33063240000000.0,2931049000000.0,0.6342486,3.363154e-06,1.508374e-06,-1.776147e-06,1.554451e-06,4.644653e-06,-5.049917e-06,-3.850149e-06,8.789508e-06,23644060000000.0,1901697000000.0,0.4935333,2.638196e-06,1.138443e-06,-1.437457e-06,1.174016e-06,3.59678e-06,-4.005458e-06,-3.064153e-06,6.847139e-06,15570480000000.0,855062700000.0,0.3194589,1.527457e-06,6.245925e-07,-8.662769e-07,6.446969e-07,2.046301e-06,-2.353031e-06,-1.807899e-06,3.927305e-06,1164487000000.0,30840000000000.0,1.202778,6311000000000.0,-0.880506
334,0.5301,26.43125,4.998346999999997,1771.637,880.6531,173.0341,-386.3236,425.2762,156.9227,50171540000000.0,30756500000000.0,3201031000000.0,0.6175244,3.335412e-06,1.083857e-06,-2.17167e-06,1.131909e-06,4.195412e-06,-5.420913e-06,-4.229882e-06,8.302336e-06,24797430000000.0,2252573000000.0,0.5016816,2.602131e-06,8.283834e-07,-1.711111e-06,8.655863e-07,3.254925e-06,-4.245967e-06,-3.316706e-06,6.458427e-06,16627730000000.0,1075544000000.0,0.3267823,1.532775e-06,4.608192e-07,-1.034482e-06,4.82197e-07,1.888393e-06,-2.527549e-06,-1.980026e-06,3.774429e-06,1081399000000.0,48140000000000.0,1.271003,10410000000000.0,-0.9613013
335,0.529,25.89655,5.447040999999996,1774.815,861.6717,188.131,-452.838,467.83,-101.3224,82369750000000.0,68048760000000.0,7522207000000.0,0.8016029,8.964873e-06,3.280929e-06,-5.458622e-06,3.382193e-06,1.157895e-05,-1.418415e-05,-1.098018e-05,2.259964e-05,61128550000000.0,6379128000000.0,0.6796492,8.19647e-06,2.897406e-06,-5.091047e-06,2.988109e-06,1.047799e-05,-1.306843e-05,-1.013856e-05,2.055065e-05,43059100000000.0,3933886000000.0,0.4467271,6.152394e-06,1.988552e-06,-4.003508e-06,2.052645e-06,7.665597e-06,-9.990966e-06,-7.790629e-06,1.521913e-05,1843441000000.0,95390000000000.0,1.794897,29130000000000.0,-1.51272
336,0.5292,26.08774,5.609871000000006,1772.382,867.8107,193.84,-402.4332,533.4269,-345.2299,71604980000000.0,66030360000000.0,6536248000000.0,0.7941528,7.059172e-06,2.163031e-06,-4.72145e-06,2.253138e-06,8.718313e-06,-1.159883e-05,-9.07478e-06,1.739957e-05,57956780000000.0,5516281000000.0,0.6653703,6.459314e-06,1.907257e-06,-4.390606e-06,1.988298e-06,7.900771e-06,-1.068328e-05,-8.373361e-06,1.584166e-05,39214540000000.0,3365870000000.0,0.4319511,4.852709e-06,1.306765e-06,-3.421399e-06,1.364715e-06,5.799775e-06,-8.148381e-06,-6.412239e-06,1.17601e-05,1841587000000.0,99590000000000.0,1.667265,28250000000000.0,-1.41768
338,0.5278,26.206720000000004,5.353267999999994,1767.045,869.7516,184.5516,-132.3285,456.8928,31.71374,175408200000000.0,156665900000000.0,18054050000000.0,1.059558,3.595593e-05,-3.226821e-06,-3.795415e-05,-2.848487e-06,2.954414e-05,-7.304249e-05,-6.008706e-05,7.317996e-05,141095400000000.0,15146230000000.0,0.8971928,3.31344e-05,-2.886814e-06,-3.487909e-05,-2.548531e-06,2.727986e-05,-6.721338e-05,-5.527136e-05,6.747426e-05,90731680000000.0,8221767000000.0,0.569692,2.375016e-05,-1.904585e-06,-2.481406e-05,-1.685179e-06,1.964576e-05,-4.798938e-05,-3.942236e-05,4.841806e-05,3534383000000.0,54630000000000.0,2.656389,24690000000000.0,-2.15523
339,0.5306,24.96715,5.267552000000006,1794.144,835.3712,182.4643,-231.7274,433.7189,-214.5412,38637850000000.0,34216610000000.0,2903131000000.0,0.6390433,2.375119e-06,3.072246e-07,-2.010008e-06,3.467731e-07,2.531044e-06,-4.326283e-06,-3.477662e-06,5.453576e-06,29987590000000.0,2365115000000.0,0.534233,2.129304e-06,2.654996e-07,-1.811526e-06,3.006182e-07,2.258033e-06,-3.888005e-06,-3.12713e-06,4.877463e-06,19511160000000.0,1286809000000.0,0.3411204,1.500286e-06,1.70725e-07,-1.292007e-06,1.948179e-07,1.572478e-06,-2.754956e-06,-2.218683e-06,3.416907e-06,1135307000000.0,59690000000000.0,1.127472,11450000000000.0,-0.903672
340,0.5287,26.10193,5.481870000000005,1771.139,867.7459,189.2798,-304.5256,442.2255,-199.1467,29987590000000.0,27488620000000.0,2208211000000.0,0.6077634,1.55559e-06,4.77841e-07,-1.042005e-06,5.034152e-07,1.936725e-06,-2.55858e-06,-2.003294e-06,3.854512e-06,24701320000000.0,1824678000000.0,0.501271,1.393243e-06,4.095095e-07,-9.514344e-07,4.321823e-07,1.715338e-06,-2.309665e-06,-1.812282e-06,3.432515e-06,19415040000000.0,1191213000000.0,0.3418394,1.075326e-06,2.895296e-07,-7.604078e-07,3.06642e-07,1.29607e-06,-1.80861e-06,-1.424634e-06,2.620661e-06,916745500000.0,87970000000000.0,1.07036,16020000000000.0,-0.880011
341,0.5304,26.29878,5.9629360000000045,1771.294,875.3811,206.3725,-202.825,211.4442,-496.0117,66318710000000.0,50940460000000.0,4582359000000.0,0.7273575,4.924592e-06,1.45892e-06,-3.345067e-06,1.52808e-06,6.046189e-06,-8.142043e-06,-6.383005e-06,1.210549e-05,40464020000000.0,3343089000000.0,0.59029,4.064013e-06,1.163157e-06,-2.800442e-06,1.219404e-06,4.946069e-06,-6.759023e-06,-5.307152e-06,9.945008e-06,16435510000000.0,1089632000000.0,0.3219374,1.924615e-06,5.0631e-07,-1.36964e-06,5.318908e-07,2.294343e-06,-3.244194e-06,-2.556327e-06,4.65983e-06,1785463000000.0,30060000000000.0,1.301055,6654000000000.0,-0.99495
344,0.5315,26.29355,5.8063009999999995,1775.347,877.1825,201.3643,-609.47,217.0233,-418.8686,47288120000000.0,22875150000000.0,1818983000000.0,0.5596925,1.63956e-06,2.432681e-06,8.209212e-07,2.450658e-06,3.967997e-06,-7.717492e-07,-1.893867e-07,6.006563e-06,21817890000000.0,1476176000000.0,0.4845258,1.42115e-06,2.059277e-06,6.624252e-07,2.074715e-06,3.389548e-06,-7.180165e-07,-2.132091e-07,5.156228e-06,15089910000000.0,746160600000.0,0.3193105,9.053419e-07,1.219469e-06,3.300115e-07,1.229007e-06,2.065851e-06,-5.492749e-07,-2.276364e-07,3.190658e-06,827394100000.0,21760000000000.0,0.8924481,3304000000000.0,-0.685674
345,0.5315,25.02291,5.297871000000005,1795.737,838.2405,183.7668,-398.9366,206.7799,-345.5497,37965060000000.0,33159350000000.0,2638627000000.0,0.6317893,2.177171e-06,1.851993e-06,-2.798753e-07,1.880503e-06,3.887871e-06,-2.397114e-06,-1.622134e-06,6.580838e-06,28449760000000.0,2117350000000.0,0.5280115,1.913421e-06,1.568572e-06,-3.046696e-07,1.593315e-06,3.356753e-06,-2.165349e-06,-1.484176e-06,5.722878e-06,17973330000000.0,1102818000000.0,0.3321994,1.281201e-06,9.570953e-07,-2.965491e-07,9.730877e-07,2.152499e-06,-1.542324e-06,-1.086073e-06,3.735732e-06,1116144000000.0,45840000000000.0,1.091412,8512000000000.0,-0.850608
347,0.5365,27.09625,5.479312999999996,1778.28,909.8449,191.6117,-426.6203,389.6231,-464.0307,47288120000000.0,46999780000000.0,3970676000000.0,0.730016,3.138667e-06,2.020858e-06,-1.050698e-06,2.063317e-06,4.954617e-06,-4.106854e-06,-2.987559e-06,8.832635e-06,45654180000000.0,3433350000000.0,0.6140411,2.913333e-06,1.810623e-06,-1.039867e-06,1.849616e-06,4.532283e-06,-3.876452e-06,-2.837439e-06,8.131001e-06,31525410000000.0,2096889000000.0,0.3997103,2.235541e-06,1.271712e-06,-9.144769e-07,1.300739e-06,3.357059e-06,-3.090833e-06,-2.293364e-06,6.116692e-06,1509633000000.0,39230000000000.0,1.07664,7186000000000.0,-0.896346
348,0.5358,26.68973,5.78549,1781.597,895.6499,202.039,-545.3653,358.2851,-578.5181,39502880000000.0,34216610000000.0,2970949000000.0,0.6378744,2.432944e-06,2.462114e-06,7.515881e-08,2.490522e-06,4.736194e-06,-2.291648e-06,-1.425269e-06,7.752377e-06,30372040000000.0,2488701000000.0,0.543715,2.194795e-06,2.148092e-06,-4.737926e-09,2.173381e-06,4.198345e-06,-2.139711e-06,-1.358086e-06,6.918526e-06,20952870000000.0,1437862000000.0,0.3525872,1.554817e-06,1.38946e-06,-1.346692e-07,1.406665e-06,2.839347e-06,-1.646818e-06,-1.092981e-06,4.764806e-06,1120936000000.0,90250000000000.0,1.249769,19190000000000.0,-1.02267
349,0.5358,25.48978,6.720722999999998,1796.494,856.4905,234.5267,-200.6026,280.7724,-169.2544,45942520000000.0,40656250000000.0,3625732000000.0,0.6745303,3.040621e-06,6.162584e-07,-2.34861e-06,6.637859e-07,3.455965e-06,-5.311364e-06,-4.225467e-06,7.195298e-06,37580600000000.0,3134738000000.0,0.5755209,2.832805e-06,5.551732e-07,-2.206637e-06,5.990466e-07,3.199472e-06,-4.966855e-06,-3.955059e-06,6.682525e-06,28834220000000.0,2046164000000.0,0.3881861,2.249331e-06,4.038231e-07,-1.788192e-06,4.37734e-07,2.500467e-06,-3.9798e-06,-3.176135e-06,5.264508e-06,1225786000000.0,66030000000000.0,1.199915,13480000000000.0,-1.007
352,0.5419,25.45488,6.823239999999996,1814.798,863.8609,240.4945,-111.2993,397.2501,2.177166,34793290000000.0,19222810000000.0,1270919000000.0,0.5225536,8.427192e-07,-2.195161e-07,-1.041211e-06,-2.030843e-07,5.731901e-07,-1.864001e-06,-1.562767e-06,1.609241e-06,17588870000000.0,1046333000000.0,0.4458455,7.379535e-07,-1.847249e-07,-9.041539e-07,-1.70437e-07,5.090946e-07,-1.624634e-06,-1.360825e-06,1.416158e-06,13455970000000.0,627040600000.0,0.3019942,5.279602e-07,-1.210028e-07,-6.355212e-07,-1.109518e-07,3.748139e-07,-1.150949e-06,-9.621661e-07,1.023451e-06,705092800000.0,42820000000000.0,0.8577598,6249000000000.0,-0.7053
354,0.551,26.0578,6.437956000000003,1832.943,896.2765,230.2297,144.1777,310.4438,-167.4634,29987590000000.0,27296390000000.0,2167975000000.0,0.5888148,1.542825e-06,-1.14947e-06,-2.648791e-06,-1.116795e-06,2.992438e-07,-4.157792e-06,-3.604613e-06,2.187162e-06,23547950000000.0,1738206000000.0,0.4902716,1.365353e-06,-9.826098e-07,-2.309261e-06,-9.53888e-07,2.988247e-07,-3.644656e-06,-3.155056e-06,1.96924e-06,16819960000000.0,974787000000.0,0.3236903,9.591084e-07,-6.356091e-07,-1.567171e-06,-6.157842e-07,2.634133e-07,-2.505195e-06,-2.161171e-06,1.436217e-06,943909300000.0,53470000000000.0,1.017125,9253000000000.0,-0.789525
355,0.5561,27.07181,4.8947519999999995,1836.408,938.5978,176.617,-1.284735,419.231,-564.6208,310352300000000.0,180982800000000.0,22886150000000.0,1.095833,5.221624e-05,-6.685747e-06,-5.699878e-05,-6.197064e-06,4.062013e-05,-0.0001079944,-8.912857e-05,0.000103774,157242600000000.0,18397860000000.0,0.9195867,4.569568e-05,-5.671287e-06,-4.968356e-05,-5.262067e-06,3.566912e-05,-9.430956e-05,-7.779401e-05,9.090561e-05,90058880000000.0,9120635000000.0,0.5644376,2.951536e-05,-3.348417e-06,-3.174052e-05,-3.121353e-06,2.323674e-05,-6.05621e-05,-4.988308e-05,5.885217e-05,4021438000000.0,103000000000000.0,3.43413,60180000000000.0,-3.07494
359,0.5602,24.8488,5.131295999999996,1882.53,871.7977,186.2951,252.9899,-67.65466,-615.6982,28449760000000.0,22106240000000.0,1489345000000.0,0.5460915,1.02496e-06,-4.859985e-07,-1.484821e-06,-4.654163e-07,4.778707e-07,-2.487313e-06,-2.120033e-06,1.736465e-06,19222810000000.0,1189518000000.0,0.4571723,8.88392e-07,-4.053272e-07,-1.270885e-06,-3.876249e-07,4.296319e-07,-2.139748e-06,-1.82138e-06,1.520244e-06,14224880000000.0,681388700000.0,0.3035023,6.166374e-07,-2.581782e-07,-8.586785e-07,-2.461182e-07,3.205836e-07,-1.46168e-06,-1.240656e-06,1.077124e-06,795603400000.0,42480000000000.0,0.9494411,6862000000000.0,-0.7330166
360,0.5568,25.74082,5.053845000000004,1858.972,896.2942,182.5104,295.6959,416.6974,-432.6811,38733970000000.0,34985520000000.0,3003162000000.0,0.634529,2.171034e-06,-2.477531e-06,-4.583697e-06,-2.427604e-06,-4.382444e-07,-6.712936e-06,-5.931636e-06,2.210769e-06,31140960000000.0,2534020000000.0,0.5354597,1.969465e-06,-2.166056e-06,-4.076296e-06,-2.121073e-06,-3.171618e-07,-6.007743e-06,-5.298922e-06,2.085304e-06,21145090000000.0,1497658000000.0,0.3471594,1.426606e-06,-1.428673e-06,-2.811637e-06,-1.396719e-06,-9.152478e-08,-4.210525e-06,-3.696945e-06,1.647544e-06,1146126000000.0,80590000000000.0,1.142122,15660000000000.0,-0.9521904
361,0.5592,24.82114,6.643911000000001,1875.177,867.293,240.6527,200.9447,40.38165,-106.8884,52478280000000.0,40656250000000.0,3602655000000.0,0.6663297,3.080125e-06,-1.3804e-06,-4.371499e-06,-1.3216e-06,1.497712e-06,-7.380945e-06,-6.276703e-06,5.263794e-06,38253400000000.0,3083699000000.0,0.5763944,2.808475e-06,-1.218327e-06,-3.945194e-06,-1.165167e-06,1.404512e-06,-6.689204e-06,-5.68221e-06,4.837709e-06,24316860000000.0,1716897000000.0,0.3631922,1.948259e-06,-7.647879e-07,-2.655416e-06,-7.2898e-07,1.051305e-06,-4.55891e-06,-3.86002e-06,3.431199e-06,1266036000000.0,88950000000000.0,1.365829,20670000000000.0,-1.148
362,0.558,25.38098,5.149523999999999,1868.305,886.3766,186.3573,99.06143,447.407,-335.9138,78140740000000.0,73719490000000.0,7451740000000.0,0.8132329,8.491561e-06,-3.629763e-06,-1.185309e-05,-3.481053e-06,4.245667e-06,-2.015924e-05,-1.710397e-05,1.458664e-05,67472070000000.0,6530092000000.0,0.695788,7.977274e-06,-3.304614e-06,-1.102829e-05,-3.166494e-06,4.088747e-06,-1.883119e-05,-1.596052e-05,1.380072e-05,49402630000000.0,4277863000000.0,0.4600892,6.400723e-06,-2.425811e-06,-8.619054e-06,-2.318971e-06,3.49364e-06,-1.487945e-05,-1.257496e-05,1.12795e-05,1938085000000.0,102200000000000.0,1.819073,31630000000000.0,-1.54498
363,0.5587,25.63929,5.828303000000001,1863.986,894.6445,211.0477,59.83693,285.0727,-339.2043,37580600000000.0,33447700000000.0,2986512000000.0,0.6244991,2.18998e-06,-8.473779e-07,-2.977587e-06,-8.055203e-07,1.203695e-06,-5.117269e-06,-4.332726e-06,3.887129e-06,29122560000000.0,2493390000000.0,0.5264029,1.971034e-06,-7.342561e-07,-2.651142e-06,-6.969156e-07,1.11067e-06,-4.576859e-06,-3.870662e-06,3.52524e-06,21337320000000.0,1553672000000.0,0.3501856,1.451226e-06,-4.929879e-07,-1.903671e-06,-4.661434e-07,8.632764e-07,-3.321447e-06,-2.801312e-06,2.63994e-06,1084040000000.0,102600000000000.0,1.205314,21040000000000.0,-1.00386
367,0.5578,25.4504,5.208281999999994,1865.755,887.9377,188.3465,302.4337,294.0486,-559.856,32102100000000.0,16916080000000.0,1306228000000.0,0.4985702,1.014215e-06,-1.163603e-06,-2.149593e-06,-1.140196e-06,-2.079613e-07,-3.144027e-06,-2.779507e-06,1.033003e-06,14993790000000.0,994162800000.0,0.4197603,8.594929e-07,-9.596241e-07,-1.795069e-06,-9.398848e-07,-1.501097e-07,-2.637757e-06,-2.32883e-06,9.013398e-07,10284210000000.0,487094900000.0,0.2750828,5.299965e-07,-5.523902e-07,-1.06735e-06,-5.403793e-07,-5.377279e-08,-1.58692e-06,-1.396396e-06,5.942647e-07,657358700000.0,39490000000000.0,0.9306858,6253000000000.0,-0.695178
368,0.5587,27.164250000000003,6.175404000000005,1838.418,943.3692,223.578,-107.6833,141.606,-354.5314,32390440000000.0,20087840000000.0,1703510000000.0,0.5278742,1.334776e-06,2.788951e-07,-1.023888e-06,3.013406e-07,1.530082e-06,-2.324799e-06,-1.848428e-06,3.173687e-06,18165560000000.0,1338874000000.0,0.4488215,1.14407e-06,2.323567e-07,-8.841383e-07,2.514496e-07,1.304303e-06,-1.999165e-06,-1.590814e-06,2.71282e-06,14032650000000.0,738855800000.0,0.3040928,7.649318e-07,1.448026e-07,-6.014283e-07,1.57315e-07,8.606838e-07,-1.346912e-06,-1.073815e-06,1.801981e-06,728184200000.0,49420000000000.0,1.021627,8590000000000.0,-0.77022
370,0.5641,26.22921,6.850556999999995,1866.621,919.6735,249.9927,-224.7712,83.05853,294.8809,57187870000000.0,42097960000000.0,4301707000000.0,0.6735546,4.145001e-06,1.164865e-06,-2.876806e-06,1.2242e-06,5.026241e-06,-6.913113e-06,-5.433136e-06,1.012396e-05,35562200000000.0,3231488000000.0,0.5586859,3.435022e-06,9.429361e-07,-2.405994e-06,9.916481e-07,4.141428e-06,-5.750907e-06,-4.524291e-06,8.365194e-06,19126700000000.0,1347695000000.0,0.336387,1.894891e-06,4.881228e-07,-1.358541e-06,5.142561e-07,2.250155e-06,-3.203674e-06,-2.526803e-06,4.578883e-06,1408598000000.0,51400000000000.0,1.326468,11600000000000.0,-1.037
371,0.5631,26.37514,7.142298000000004,1860.103,922.3574,260.1647,459.2531,61.07996,156.6998,44212470000000.0,29314790000000.0,3012073000000.0,0.595882,2.520196e-06,-2.89787e-06,-5.338414e-06,-2.839374e-06,-5.35058e-07,-7.809605e-06,-6.902333e-06,2.53319e-06,25566340000000.0,2397137000000.0,0.500439,2.179401e-06,-2.422974e-06,-4.533099e-06,-2.372771e-06,-3.809104e-07,-6.670066e-06,-5.885379e-06,2.271781e-06,20376180000000.0,1435428000000.0,0.3436358,1.554161e-06,-1.605679e-06,-3.109797e-06,-1.570504e-06,-1.514703e-07,-4.633613e-06,-4.073871e-06,1.739143e-06,961232000000.0,63030000000000.0,1.188953,12750000000000.0,-0.940768
372,0.5609,26.81319,5.7385310000000045,1851.949,936.0218,208.5274,-19.28169,348.3804,-439.2161,48441490000000.0,46519210000000.0,4609052000000.0,0.696797,4.012357e-06,-8.339038e-07,-4.734283e-06,-7.657515e-07,2.904755e-06,-8.652925e-06,-7.214393e-06,7.816874e-06,43251330000000.0,4125951000000.0,0.5987299,3.809085e-06,-7.66804e-07,-4.46896e-06,-7.026805e-07,2.78055e-06,-8.188979e-06,-6.823174e-06,7.442777e-06,34024380000000.0,2951526000000.0,0.4061383,3.193101e-06,-5.883006e-07,-3.690186e-06,-5.360329e-07,2.380531e-06,-6.808402e-06,-5.663066e-06,6.286173e-06,1335566000000.0,177700000000000.0,1.532747,46340000000000.0,-1.33551
373,0.5644,26.12593,6.916149999999995,1868.303,916.3208,252.4133,-354.9968,499.9662,142.8188,41136820000000.0,38253400000000.0,3461965000000.0,0.6499246,2.631202e-06,5.61678e-07,-2.006621e-06,6.035364e-07,3.023178e-06,-4.572349e-06,-3.632212e-06,6.262702e-06,36523350000000.0,3025623000000.0,0.5634286,2.455143e-06,5.09165e-07,-1.886925e-06,5.479238e-07,2.804939e-06,-4.280893e-06,-3.403595e-06,5.827115e-06,27488620000000.0,1903962000000.0,0.3774064,1.899246e-06,3.62396e-07,-1.490315e-06,3.916481e-07,2.135884e-06,-3.34206e-06,-2.66323e-06,4.472372e-06,1156400000000.0,58460000000000.0,1.11701,11110000000000.0,-0.91575
