,z,RADeg,decDeg,comoving_pos_x_Mpc,comoving_pos_y_Mpc,comoving_pos_z_Mpc,pec_vel_x_km_s,pec_vel_y_km_s,pec_vel_z_km_s,Mfof,Mvir,Mgas_vir,Rvir,int_tSZ_in_Rvir,int_kSZ_in_Rvir,int_SZ_in_Rvir_148GHz,int_SZ_in_Rvir_219GHz,int_SZ_in_Rvir_277GHz,int_SZ_in_Rvir_30GHz,int_SZ_in_Rvir_90GHz,int_SZ_in_Rvir_350GHz,M200,Mgas_200,R200,int_tSZ_in_R200,int_kSZ_in_R200,int_SZ_in_R200_148GHz,int_SZ_in_R200_219GHz,int_SZ_in_R200_277GHz,int_SZ_in_R200_30GHz,int_SZ_in_R200_90GHz,int_SZ_in_R200_350GHz,M500,Mgas_500,R500,int_tSZ_in_R500,int_kSZ_in_R500,int_SZ_in_R500_148GHz,int_SZ_in_R500_219GHz,int_SZ_in_R500_277GHz,int_SZ_in_R500_30GHz,int_SZ_in_R500_90GHz,int_SZ_in_R500_350GHz,Mstar,rho_gas_c,T_c,P_c,Phi_c
0,0.0646,26.94058,6.590970999999994,238.8153,121.3707,30.95284,-156.6948,160.4268,-107.8925,35177750000000.0,29891470000000.0,1961440000000.0,0.7822924,3.382484e-05,9.790162e-06,-2.324265e-05,1.037898e-05,4.156524e-05,-5.619668e-05,-4.413797e-05,8.325334e-05,22490690000000.0,1289396000000.0,0.5700802,2.58806e-05,7.022768e-06,-1.824578e-05,7.467284e-06,3.131553e-05,-4.345965e-05,-3.423131e-05,6.320229e-05,14705450000000.0,647418000000.0,0.3636568,1.620112e-05,4.019484e-06,-1.179278e-05,4.29201e-06,1.920808e-05,-2.757616e-05,-2.179754e-05,3.915927e-05,1064435000000.0,18760000000000.0,0.855326,2730000000000.0,-0.655677
1,0.0652,26.08804,5.084248000000005,243.3344,119.1453,24.10547,-134.1524,4.729263,-116.4426,29891470000000.0,26623600000000.0,1804283000000.0,0.7584575,2.75314e-05,1.380152e-05,-1.310337e-05,1.426531e-05,3.966523e-05,-3.99079e-05,-3.010223e-05,7.363147e-05,22875150000000.0,1341813000000.0,0.5746502,2.318751e-05,1.089378e-05,-1.17614e-05,1.127966e-05,3.266145e-05,-3.433649e-05,-2.607651e-05,6.126051e-05,17300530000000.0,853415100000.0,0.3924437,1.749674e-05,7.515801e-06,-9.573979e-06,7.801581e-06,2.392379e-05,-2.660838e-05,-2.037392e-05,4.549489e-05,924903800000.0,31920000000000.0,0.8529184,4632000000000.0,-0.6876132
3,0.0999,27.19897,6.772505999999997,365.0339,187.5937,48.7394,281.3524,-183.998,-20.49625,86598770000000.0,75257310000000.0,8249088000000.0,1.045659,0.0001024677,-3.265856e-05,-0.0001320604,-3.089231e-05,6.259202e-05,-0.0002321575,-0.0001953809,0.000187698,63723630000000.0,6508241000000.0,0.7997068,9.067664e-05,-2.720019e-05,-0.0001151329,-2.566893e-05,5.698878e-05,-0.0002037098,-0.0001711556,0.0001676462,47480350000000.0,4276659000000.0,0.5304954,7.134091e-05,-1.944046e-05,-8.857994e-05,-1.827998e-05,4.665576e-05,-0.0001582664,-0.0001326404,0.0001336439,2003350000000.0,99580000000000.0,1.763051,29870000000000.0,-1.531312
7,0.1215,26.80449,5.467385999999998,444.8339,224.7456,47.70273,86.55482,-152.3886,-348.9901,181751700000000.0,100439200000000.0,10400300000000.0,1.134962,0.0001140904,4.696228e-06,-0.0001061451,6.238657e-06,0.0001102303,-0.0002173627,-0.0001764842,0.0002498301,85445400000000.0,8079780000000.0,0.8709524,9.892614e-05,3.821134e-06,-9.224656e-05,5.11649e-06,9.519372e-05,-0.0001886792,-0.0001532212,0.0002161678,60840200000000.0,5034851000000.0,0.5727205,7.451536e-05,2.601165e-06,-6.970624e-05,3.520471e-06,7.124708e-05,-0.0001423402,-0.0001156143,0.0001622751,2495914000000.0,80090000000000.0,2.059994,28070000000000.0,-1.905227
9,0.1207,26.30574,4.830328000000004,444.2004,219.5929,41.8737,17.52635,66.08699,-98.65734,224138000000000.0,207990800000000.0,24012300000000.0,1.449271,0.000376404,-1.504061e-05,-0.0003788681,-1.119174e-05,0.0003282816,-0.0007459002,-0.0006104532,0.0007856321,178291600000000.0,18744980000000.0,1.112076,0.0003335369,-1.266311e-05,-0.0003348962,-9.422594e-06,0.0002910256,-0.0006601226,-0.0005400468,0.0006960111,114279600000000.0,10875390000000.0,0.7074144,0.0002454393,-8.516923e-06,-0.000245403,-6.382846e-06,0.0002141725,-0.0004847177,-0.0003962776,0.0005117764,4374047000000.0,64720000000000.0,2.928822,32250000000000.0,-2.50074
11,0.1383,25.94797,6.309456000000001,507.5896,246.9977,62.41517,240.1947,-219.6364,24.15792,50940460000000.0,40656250000000.0,3616872000000.0,0.8331351,2.018384e-05,-6.872842e-06,-2.650983e-05,-6.488222e-06,1.203751e-05,-4.622033e-05,-3.899516e-05,3.677924e-05,32582670000000.0,2510324000000.0,0.6293961,1.622657e-05,-5.226698e-06,-2.100944e-05,-4.921689e-06,9.962539e-06,-3.685513e-05,-3.104531e-05,2.98463e-05,22202350000000.0,1346725000000.0,0.4093253,1.086359e-05,-3.213558e-06,-1.377535e-05,-3.014081e-06,6.940394e-06,-2.43836e-05,-2.049255e-05,2.024454e-05,1311164000000.0,49080000000000.0,1.219116,10180000000000.0,-0.978021
13,0.1386,26.57557,6.154895000000003,506.035,253.1336,61.01667,287.1495,-216.7091,98.20342,47576460000000.0,39118420000000.0,2898934000000.0,0.8301053,1.574955e-05,-7.885278e-06,-2.320512e-05,-7.569485e-06,6.893143e-06,-3.859559e-05,-3.295479e-05,2.619215e-05,30564270000000.0,1914474000000.0,0.6155664,1.232647e-05,-5.846309e-06,-1.783348e-05,-5.602056e-06,5.710678e-06,-2.987858e-05,-2.546296e-05,2.081016e-05,18069440000000.0,861329700000.0,0.379891,7.532626e-06,-3.287661e-06,-1.060994e-05,-3.141368e-06,3.765152e-06,-1.797033e-05,-1.527112e-05,1.298731e-05,1379316000000.0,14350000000000.0,0.9608995,2346000000000.0,-0.710919
15,0.1422,26.69199,7.109605000000006,517.3367,260.1027,72.22219,215.269,-259.8651,-188.6502,34697180000000.0,27104170000000.0,2075191000000.0,0.726763,9.131668e-06,-1.651898e-06,-1.055542e-05,-1.477729e-06,6.930976e-06,-1.946817e-05,-1.620481e-05,1.815776e-05,23163490000000.0,1486376000000.0,0.560853,7.345667e-06,-1.259116e-06,-8.419665e-06,-1.120487e-06,5.640217e-06,-1.558899e-05,-1.29635e-05,1.466859e-05,15762710000000.0,786632800000.0,0.3629514,4.813678e-06,-7.558685e-07,-5.446428e-06,-6.6673e-07,3.759723e-06,-1.014432e-05,-8.423343e-06,9.673075e-06,960300600000.0,27600000000000.0,0.9035782,4243000000000.0,-0.701811
18,0.1529,26.1421,5.797048000000002,558.7923,274.2589,63.19563,-134.9504,-116.8784,177.6648,66607050000000.0,54016110000000.0,5468639000000.0,0.9070712,2.843765e-05,1.020335e-05,-1.753172e-05,1.060248e-05,3.669309e-05,-4.521048e-05,-3.506317e-05,7.168124e-05,45846410000000.0,4274869000000.0,0.702911,2.47852e-05,8.385741e-06,-1.578005e-05,8.726385e-06,3.145001e-05,-3.990351e-05,-3.105725e-05,6.193217e-05,36427230000000.0,2793259000000.0,0.4780639,1.921841e-05,5.938703e-06,-1.279021e-05,6.193354e-06,2.379232e-05,-3.149514e-05,-2.46328e-05,4.741219e-05,1541079000000.0,62190000000000.0,1.389308,14700000000000.0,-1.181506
21,0.1836,25.49922,5.902575999999997,670.1411,319.6297,76.75989,203.0966,56.22301,-62.68631,101977000000000.0,84195920000000.0,9379138000000.0,1.037085,4.525551e-05,-1.653339e-05,-6.038873e-05,-1.574831e-05,2.547986e-05,-0.0001046089,-8.835398e-05,8.065543e-05,70739950000000.0,7365673000000.0,0.8042682,3.990027e-05,-1.380152e-05,-5.245437e-05,-1.312308e-05,2.319687e-05,-9.144135e-05,-7.71056e-05,7.182113e-05,51901600000000.0,4648389000000.0,0.5327093,3.041708e-05,-9.593366e-06,-3.904088e-05,-9.095976e-06,1.854917e-05,-6.876101e-05,-5.782626e-05,5.55848e-05,2194146000000.0,77530000000000.0,1.804301,23800000000000.0,-1.55628
23,0.1866,26.43011,5.7938709999999976,675.1606,335.5949,76.50365,128.06,140.3775,-265.0319,137923700000000.0,125525000000000.0,14154080000000.0,1.179253,8.113824e-05,-1.805291e-05,-9.661282e-05,-1.683955e-05,5.682376e-05,-0.0001758523,-0.0001466844,0.000155631,102938200000000.0,11064450000000.0,0.9079769,7.307034e-05,-1.546462e-05,-8.618761e-05,-1.439855e-05,5.188259e-05,-0.0001575467,-0.0001312708,0.0001408214,70355500000000.0,6700764000000.0,0.5903005,5.710074e-05,-1.106359e-05,-6.629035e-05,-1.027227e-05,4.143315e-05,-0.0001220519,-0.0001015056,0.0001108659,3007578000000.0,96490000000000.0,2.28977,37590000000000.0,-1.99782
24,0.1861,26.88259,5.7401159999999996,671.0689,340.1963,75.629,397.0101,217.3963,-202.2109,30564270000000.0,26335250000000.0,2048337000000.0,0.7037843,5.424414e-06,-8.288847e-06,-1.355266e-05,-8.156624e-06,-3.176889e-06,-1.887185e-05,-1.692176e-05,3.445044e-06,22875150000000.0,1558941000000.0,0.5501904,4.629906e-06,-6.705216e-06,-1.119701e-05,-6.59324e-06,-2.344966e-06,-1.573686e-05,-1.40722e-05,3.305411e-06,18742240000000.0,992020200000.0,0.3814919,3.459086e-06,-4.607874e-06,-7.962515e-06,-4.525321e-06,-1.353942e-06,-1.135405e-05,-1.01101e-05,2.865533e-06,889868200000.0,30110000000000.0,0.863392,4423000000000.0,-0.6774348
28,0.2023,25.1817,5.254180000000006,737.6441,346.8212,74.95803,32.77432,-40.29547,-207.4352,61416890000000.0,55169470000000.0,5468167000000.0,0.8898688,1.842891e-05,2.684451e-07,-1.766298e-05,5.591304e-07,1.743111e-05,-3.562908e-05,-2.903732e-05,4.002937e-05,51805480000000.0,4610684000000.0,0.7246584,1.682552e-05,2.340267e-07,-1.613361e-05,4.955864e-07,1.589125e-05,-3.253645e-05,-2.6517e-05,3.651703e-05,42482420000000.0,3205637000000.0,0.4980161,1.37576e-05,1.759577e-07,-1.320126e-05,3.835617e-07,1.295835e-05,-2.661302e-05,-2.168919e-05,2.981294e-05,1518264000000.0,80420000000000.0,1.479273,20240000000000.0,-1.25631
31,0.2054,25.29485,4.878460999999998,748.3555,353.6638,70.64687,-52.65347,-155.9994,-105.5682,49883200000000.0,45077500000000.0,3334459000000.0,0.8292175,9.412572e-06,3.291937e-06,-5.895437e-06,3.440413e-06,1.210011e-05,-1.505983e-05,-1.170373e-05,2.369355e-05,32871010000000.0,2219201000000.0,0.6174355,7.372259e-06,2.44075e-06,-4.753366e-06,2.555226e-06,9.333795e-06,-1.193118e-05,-9.301999e-06,1.841116e-05,18838360000000.0,1001449000000.0,0.3794779,4.333878e-06,1.313747e-06,-2.913576e-06,1.379146e-06,5.35984e-06,-7.133084e-06,-5.586892e-06,1.069292e-05,1546609000000.0,20080000000000.0,1.030926,3522000000000.0,-0.789822
32,0.2075,26.34284,5.034154000000005,748.9192,370.8359,73.61653,-374.5367,-238.3092,-5.443329,43635790000000.0,25662460000000.0,2034612000000.0,0.6927837,5.037231e-06,7.384516e-06,2.440909e-06,7.444576e-06,1.210147e-05,-2.448802e-06,-6.610301e-07,1.835301e-05,23163490000000.0,1517592000000.0,0.5486007,4.198983e-06,5.866248e-06,1.746201e-06,5.915528e-06,9.795595e-06,-2.329668e-06,-8.391963e-07,1.500531e-05,17684990000000.0,925368900000.0,0.3758814,2.994232e-06,3.841712e-06,9.04937e-07,3.875805e-06,6.640148e-06,-2.001335e-06,-9.382226e-07,1.035314e-05,884071600000.0,37410000000000.0,0.9728482,6192000000000.0,-0.792594
34,0.219,24.904090000000004,6.448983000000005,795.6805,369.4116,99.15915,-83.04684,-243.216,202.9572,45365840000000.0,38253400000000.0,3081198000000.0,0.781622,7.641484e-06,3.507736e-06,-3.956912e-06,3.626156e-06,1.066261e-05,-1.139605e-05,-8.672425e-06,2.008445e-05,29795360000000.0,2194966000000.0,0.5940727,6.257885e-06,2.713026e-06,-3.398514e-06,2.808515e-06,8.567547e-06,-9.490555e-06,-7.259649e-06,1.628083e-05,20952870000000.0,1202795000000.0,0.3897289,4.287089e-06,1.713206e-06,-2.471997e-06,1.777012e-06,5.718733e-06,-6.645345e-06,-5.116541e-06,1.100009e-05,1274603000000.0,28520000000000.0,1.018074,4940000000000.0,-0.805893
35,0.2215,24.82723,6.600140000000003,804.5638,372.2249,102.5732,-252.0951,-400.2066,203.0645,29891470000000.0,22586810000000.0,1350453000000.0,0.6548355,3.271946e-06,4.260541e-06,1.050372e-06,4.303863e-06,7.33024e-06,-2.12925e-06,-9.668057e-07,1.138856e-05,18453900000000.0,893835700000.0,0.5062865,2.522272e-06,3.149514e-06,6.753546e-07,3.182504e-06,5.51448e-06,-1.775641e-06,-8.794451e-07,8.642142e-06,10476430000000.0,371016900000.0,0.3089296,1.376043e-06,1.5889e-06,2.396309e-07,1.606451e-06,2.877598e-06,-1.097425e-06,-6.083911e-07,4.583042e-06,884951000000.0,16160000000000.0,0.8609119,2367000000000.0,-0.6143191
38,0.2435,26.7596,6.668500999999994,866.2646,436.8153,113.4276,169.5158,261.846,152.2807,56034500000000.0,39022310000000.0,3657576000000.0,0.7746553,9.520933e-06,-7.02446e-06,-1.626429e-05,-6.82437e-06,1.895133e-06,-2.557923e-05,-2.216185e-05,1.352412e-05,28834220000000.0,2389198000000.0,0.583811,7.49324e-06,-5.259428e-06,-1.252956e-05,-5.103847e-06,1.75448e-06,-1.986052e-05,-1.717039e-05,1.090367e-05,18934470000000.0,1167425000000.0,0.3738126,4.616939e-06,-3.001519e-06,-7.479056e-06,-2.907637e-06,1.313773e-06,-1.199586e-05,-1.033776e-05,6.947762e-06,1325978000000.0,30260000000000.0,1.154353,5943000000000.0,-0.8980371
42,0.2458,26.34314,6.571791000000006,877.2782,434.4,112.7786,13.71244,301.428,274.1247,29218680000000.0,17588870000000.0,888479100000.0,0.5949406,2.131875e-06,-1.447912e-06,-3.52415e-06,-1.402566e-06,5.605961e-07,-5.608152e-06,-4.845087e-06,3.177001e-06,14705450000000.0,597275400000.0,0.46873,1.607861e-06,-1.051741e-06,-2.617396e-06,-1.01776e-06,4.623457e-07,-4.189107e-06,-3.613549e-06,2.43524e-06,9515293000000.0,268459500000.0,0.2990799,9.211016e-07,-5.649601e-07,-1.461631e-06,-5.457242e-07,3.016576e-07,-2.361982e-06,-2.032201e-06,1.431463e-06,708128000000.0,8827000000000.0,0.7351193,1104000000000.0,-0.49698
43,0.2455,26.70095,6.594049000000003,873.2045,439.1942,112.9901,60.3796,169.4541,214.8773,90731680000000.0,80639700000000.0,8682891000000.0,0.9890113,2.587383e-05,-7.3127e-06,-3.240902e-05,-6.87422e-06,1.672149e-05,-5.767958e-05,-4.839383e-05,4.830723e-05,73431150000000.0,6932765000000.0,0.7957664,2.289435e-05,-6.209333e-06,-2.841e-05,-5.827324e-06,1.503829e-05,-5.077028e-05,-4.255197e-05,4.297702e-05,44693040000000.0,3696766000000.0,0.4968647,1.540059e-05,-3.825479e-06,-1.875029e-05,-3.578141e-06,1.043694e-05,-3.37912e-05,-2.825991e-05,2.921507e-05,2177272000000.0,49390000000000.0,1.64821,13850000000000.0,-1.356195
44,0.2486,25.02452,6.4894410000000065,896.4941,418.5093,112.5397,383.1011,68.46303,-59.09808,228367000000000.0,140038200000000.0,17941140000000.0,1.182454,8.17585e-05,-3.605612e-05,-0.0001148012,-3.478811e-05,3.887316e-05,-0.0001948368,-0.0001652881,0.0001377014,130907400000000.0,15162240000000.0,0.9652703,7.461205e-05,-3.138068e-05,-0.0001032128,-3.025525e-05,3.689979e-05,-0.0001762507,-0.000149275,0.0001270384,100535300000000.0,10291530000000.0,0.6511241,5.995358e-05,-2.29671e-05,-8.063494e-05,-2.211816e-05,3.172591e-05,-0.0001393204,-0.0001176274,0.0001040665,3064036000000.0,127400000000000.0,2.828088,61300000000000.0,-2.59479
45,0.2493,24.854050000000004,6.2710460000000054,900.5038,417.1226,109.0566,30.10788,83.34944,232.7642,143210000000000.0,116586400000000.0,12241280000000.0,1.111823,5.006204e-05,-5.968371e-06,-5.445577e-05,-5.28486e-06,4.013922e-05,-0.0001033078,-8.532203e-05,0.0001011357,78429080000000.0,7410522000000.0,0.8118346,3.623939e-05,-4.160762e-06,-3.924906e-05,-3.677859e-06,2.917859e-05,-7.461206e-05,-6.158863e-05,7.331389e-05,35946660000000.0,2506407000000.0,0.4613283,1.691517e-05,-1.837242e-06,-1.820685e-05,-1.620608e-06,1.36967e-05,-3.471263e-05,-2.863102e-05,3.428302e-05,3277243000000.0,26770000000000.0,2.020392,9202000000000.0,-1.55925
46,0.2469,27.18583,6.673012999999997,874.3418,449.0773,114.998,-79.0629,-67.45869,1.609332,79774670000000.0,73335030000000.0,7343100000000.0,0.9569675,2.036974e-05,4.043133e-06,-1.578623e-05,4.323093e-06,2.29541e-05,-3.56213e-05,-2.834132e-05,4.795148e-05,67183730000000.0,6119011000000.0,0.7724514,1.850977e-05,3.507109e-06,-1.450717e-05,3.756799e-06,2.067635e-05,-3.2531e-05,-2.591425e-05,4.338345e-05,45365840000000.0,3795750000000.0,0.4996527,1.414192e-05,2.438979e-06,-1.131656e-05,2.621489e-06,1.553049e-05,-2.508705e-05,-2.002904e-05,3.286565e-05,1966112000000.0,82140000000000.0,1.663681,23250000000000.0,-1.43253
48,0.2537,25.17791,6.136346999999995,913.2074,429.2928,108.4869,118.6557,15.58353,252.6867,82273640000000.0,74488400000000.0,8036202000000.0,0.9568972,2.21101e-05,-5.881694e-06,-2.732958e-05,-5.513116e-06,1.46487e-05,-4.892085e-05,-4.098676e-05,4.164382e-05,65357560000000.0,6711290000000.0,0.7649387,2.029263e-05,-5.147871e-06,-2.482752e-05,-4.815018e-06,1.367769e-05,-4.46437e-05,-3.736013e-05,3.844486e-05,49210400000000.0,4539130000000.0,0.5121797,1.643893e-05,-3.809663e-06,-1.974298e-05,-3.549488e-06,1.141083e-05,-3.579552e-05,-2.989221e-05,3.145906e-05,1958300000000.0,111000000000000.0,1.762758,33290000000000.0,-1.544318
49,0.2555,25.36752,6.1790449999999995,917.9678,435.2456,109.9888,57.54789,-136.6678,238.3629,34985520000000.0,31717640000000.0,2288309000000.0,0.7218561,3.999536e-06,-2.526541e-07,-4.15145e-06,-1.797016e-07,3.499972e-06,-8.052495e-06,-6.62382e-06,8.416434e-06,27969190000000.0,1805574000000.0,0.5747628,3.50491e-06,-2.10023e-07,-3.625968e-06,-1.467692e-07,3.076321e-06,-7.04451e-06,-5.792322e-06,7.383604e-06,19126700000000.0,1080833000000.0,0.3751135,2.593356e-06,-1.408451e-07,-2.667345e-06,-9.507307e-08,2.287463e-06,-5.196719e-06,-4.269894e-06,5.472765e-06,1082206000000.0,63250000000000.0,1.063083,11440000000000.0,-0.8832235
51,0.2595,27.04349,5.431175999999999,919.3841,469.329,98.14292,91.24249,-482.218,290.9744,103322600000000.0,91212250000000.0,10887660000000.0,1.018695,3.427614e-05,5.905272e-06,-2.74257e-05,6.310122e-06,3.754622e-05,-6.081548e-05,-4.854058e-05,7.95378e-05,82754210000000.0,9012458000000.0,0.8259529,3.128413e-05,5.170847e-06,-2.524128e-05,5.531177e-06,3.402011e-05,-5.571553e-05,-4.450943e-05,7.233017e-05,61032430000000.0,5875759000000.0,0.5492642,2.46953e-05,3.739396e-06,-2.025053e-05,4.006948e-06,2.64582e-05,-4.430506e-05,-3.545408e-05,5.66704e-05,2266624000000.0,108000000000000.0,2.101251,38610000000000.0,-1.7919
54,0.2611,26.70207,5.599694999999998,926.9959,466.2722,101.7375,-242.4304,-503.1517,252.0087,69009900000000.0,48441490000000.0,4113001000000.0,0.8286361,9.717634e-06,1.031593e-05,7.896404e-07,1.042389e-05,1.938389e-05,-8.649168e-06,-5.194182e-06,3.142341e-05,39310650000000.0,2958588000000.0,0.6429508,7.888424e-06,7.958402e-06,2.276098e-07,8.044057e-06,1.53127e-05,-7.434055e-06,-4.628927e-06,2.508209e-05,23259600000000.0,1439116000000.0,0.402381,4.876333e-06,4.510136e-06,-2.661375e-07,4.560765e-06,9.048484e-06,-5.001878e-06,-3.267246e-06,1.508314e-05,1558363000000.0,27460000000000.0,1.179592,5511000000000.0,-0.9511
55,0.2609,25.56586,6.839507999999996,933.744,446.6913,124.1509,-99.52177,-16.8291,-53.59058,36427230000000.0,34312720000000.0,2906031000000.0,0.7425875,5.159367e-06,1.566953e-06,-3.466387e-06,1.648907e-06,6.392472e-06,-8.49045e-06,-6.650171e-06,1.274281e-05,31525410000000.0,2447181000000.0,0.5970202,4.727675e-06,1.36553e-06,-3.245825e-06,1.439748e-06,5.784485e-06,-7.8495e-06,-6.162921e-06,1.160204e-05,26143030000000.0,1763244000000.0,0.4161425,3.961493e-06,1.050378e-06,-2.812335e-06,1.111191e-06,4.74879e-06,-6.669896e-06,-5.256212e-06,9.621257e-06,1065067000000.0,104600000000000.0,1.181144,21020000000000.0,-1.01277
56,0.2603,26.06679,6.814993999999998,927.7079,453.8128,123.423,268.5712,-19.24803,-116.4678,213757700000000.0,206164700000000.0,20977610000000.0,1.337291,9.241082e-05,-2.300799e-05,-0.0001121772,-2.177327e-05,6.157077e-05,-0.0002024807,-0.0001691554,0.0001735743,176177100000000.0,16652710000000.0,1.059398,8.247814e-05,-1.964017e-05,-9.919208e-05,-1.857335e-05,5.57375e-05,-0.0001797878,-0.0001500335,0.0001556454,86887120000000.0,7913582000000.0,0.6173146,5.342652e-05,-1.14364e-05,-6.290781e-05,-1.080899e-05,3.71918e-05,-0.0001151121,-9.581818e-05,0.0001018054,4682000000000.0,49170000000000.0,2.666866,22310000000000.0,-2.27403
57,0.2601,26.89147,5.5104199999999945,922.712,467.9458,99.80931,-214.3495,-423.6168,224.1763,56034500000000.0,51228800000000.0,5204743000000.0,0.8568852,1.097807e-05,9.482457e-06,-1.261981e-06,9.606969e-06,1.970739e-05,-1.192831e-05,-8.02126e-06,3.327901e-05,44212470000000.0,4202451000000.0,0.6713938,9.891448e-06,8.116571e-06,-1.561803e-06,8.226438e-06,1.732167e-05,-1.117199e-05,-7.651045e-06,2.954562e-05,34697180000000.0,2842032000000.0,0.4563883,7.951462e-06,5.978508e-06,-1.797866e-06,6.063315e-06,1.336658e-05,-9.522745e-06,-6.691384e-06,2.31866e-05,1489221000000.0,76170000000000.0,1.339577,17360000000000.0,-1.13751
58,0.2609,26.18051,6.508530000000004,929.3736,456.9159,118.1501,14.12746,-433.5983,252.1637,313620200000000.0,304201000000000.0,36058320000000.0,1.520498,0.0002218932,2.567406e-05,-0.0001883085,2.624157e-05,0.0002243014,-0.0004042232,-0.0003242092,0.0004930056,282863700000000.0,31138050000000.0,1.241683,0.0002077987,2.315944e-05,-0.0001771385,2.35949e-05,0.0002088668,-0.0003793329,-0.000304371,0.0004603392,218659500000000.0,21562090000000.0,0.839216,0.000172246,1.772113e-05,-0.0001481229,1.789022e-05,0.0001710508,-0.0003157124,-0.0002535149,0.0003791706,5436072000000.0,67250000000000.0,3.780908,43260000000000.0,-3.26898
59,0.2616,26.15897,7.064659999999997,929.6846,456.6348,128.3638,-98.79556,-438.6881,-220.9511,69202130000000.0,27680850000000.0,2141704000000.0,0.6849487,5.078049e-06,4.742361e-06,-2.315234e-07,4.810859e-06,9.497061e-06,-5.16893e-06,-3.362402e-06,1.578117e-05,23067380000000.0,1473022000000.0,0.5401265,3.732035e-06,3.388424e-06,-2.665953e-07,3.43837e-06,6.881473e-06,-3.895179e-06,-2.567403e-06,1.149911e-05,15186020000000.0,707276000000.0,0.3448773,2.216258e-06,1.880781e-06,-2.889699e-07,1.909752e-06,3.952805e-06,-2.443672e-06,-1.654997e-06,6.693683e-06,1074847000000.0,21580000000000.0,0.9758817,3583000000000.0,-0.817898
61,0.2632,24.9277,6.654698999999999,946.5658,439.9376,121.7825,137.8882,-292.3068,-62.9682,44789150000000.0,38445630000000.0,4023615000000.0,0.7625044,7.63768e-06,1.123569e-07,-7.328885e-06,2.418038e-07,7.254753e-06,-1.477654e-05,-1.204688e-05,1.663654e-05,34216610000000.0,3208914000000.0,0.6166779,6.73318e-06,9.467766e-08,-6.463941e-06,2.074136e-07,6.386766e-06,-1.302949e-05,-1.062268e-05,1.465515e-05,25662460000000.0,1994855000000.0,0.4107274,5.088668e-06,6.572202e-08,-4.888895e-06,1.487885e-07,4.814154e-06,-9.850722e-06,-8.031113e-06,1.105945e-05,1189892000000.0,81810000000000.0,1.246507,17350000000000.0,-1.025415
63,0.2644,24.84849,6.613844000000005,951.5088,440.6364,121.5821,-131.3411,-204.0781,-165.1165,68240990000000.0,60647980000000.0,5659072000000.0,0.8869286,1.326251e-05,6.622541e-06,-6.322652e-06,6.79355e-06,1.896428e-05,-1.922179e-05,-1.449315e-05,3.530034e-05,52189940000000.0,4521452000000.0,0.7056087,1.188967e-05,5.658639e-06,-5.943721e-06,5.809081e-06,1.67136e-05,-1.750748e-05,-1.326743e-05,3.135377e-05,35081630000000.0,2685283000000.0,0.4552156,8.950866e-06,3.867235e-06,-4.862544e-06,3.97561e-06,1.217401e-05,-1.356783e-05,-1.037429e-05,2.31872e-05,1732713000000.0,78880000000000.0,1.523056,20440000000000.0,-1.298
64,0.2673,24.85517,6.560008999999996,961.0438,445.188,121.7987,-240.9769,150.3396,-598.8592,28161420000000.0,16916080000000.0,955207100000.0,0.5908474,1.679529e-06,1.446874e-06,-1.995923e-07,1.473171e-06,3.027123e-06,-1.835879e-06,-1.237545e-06,5.106997e-06,15474360000000.0,667285700000.0,0.472011,1.323892e-06,1.098455e-06,-1.991184e-07,1.119006e-06,2.34344e-06,-1.488834e-06,-1.017172e-06,3.982501e-06,9899749000000.0,310229600000.0,0.3035845,7.708396e-07,5.942052e-07,-1.610119e-07,6.059568e-07,1.318328e-06,-9.118543e-07,-6.371945e-07,2.272201e-06,682902000000.0,13270000000000.0,0.7636039,1724000000000.0,-0.5386
65,0.2651,26.84219,7.076969999999996,936.5787,473.966,130.3158,-163.1138,-796.395,92.56946,53823880000000.0,45173610000000.0,4209830000000.0,0.8093656,8.30333e-06,1.119243e-05,3.034376e-06,1.12785e-05,1.895206e-05,-5.031909e-06,-2.080802e-06,2.926796e-05,39022310000000.0,3318790000000.0,0.6431626,7.378093e-06,9.4754e-06,2.228498e-06,9.550404e-06,1.636499e-05,-4.938263e-06,-2.315774e-06,2.552802e-05,27008050000000.0,1938147000000.0,0.4186919,5.537613e-06,6.489514e-06,1.053516e-06,6.543475e-06,1.165214e-05,-4.32455e-06,-2.355827e-06,1.852433e-05,1400834000000.0,45940000000000.0,1.141876,8925000000000.0,-0.952281
66,0.2654,25.97063,6.675380999999997,945.5834,460.5919,123.0994,-206.8577,-522.1547,-2.334494,61224660000000.0,56707300000000.0,4926237000000.0,0.8673008,1.04712e-05,1.048607e-05,2.274889e-07,1.059904e-05,2.024288e-05,-9.941491e-06,-6.217906e-06,3.320572e-05,50075430000000.0,3942830000000.0,0.6955078,9.319396e-06,8.909901e-06,-2.179792e-07,9.008427e-06,1.758669e-05,-9.268034e-06,-5.953507e-06,2.911981e-05,30372040000000.0,2168947000000.0,0.433903,6.578696e-06,5.677008e-06,-7.62594e-07,5.74301e-06,1.179024e-05,-7.150623e-06,-4.809885e-06,1.9925e-05,1694414000000.0,58860000000000.0,1.357066,13590000000000.0,-1.13949
